Date,Ticker_ml,open_ml,high_ml,low_ml,close_ml,volume_ml,return_1d_ml,sma_5_ml,sma_20_ml,rsi_ml,daily_return_ml,signal_prob_ml,signal_ml,position_ml,strategy_return_ml,ml_equity,close_mom,return_1d_mom,ema_50_mom,ema_200_mom,signal_mom,signal_shifted_mom,strategy_return_mom,mom_equity,ml_ret,mom_ret,vol_ml,vol_mom,sharpe_ml,sharpe_mom,comb_ml,comb_mom,w_ml_dynamic,w_mom_dynamic,ret_ml,ret_mom,ret_dynamic,equity_dynamic,equity_equal,equity_invvol
2023-10-11,MSFT,326.29280544996425,327.87891881705485,324.2535597844339,327.48486328125,20063200,0.3352014415813349,268.2669738769531,255.66774215698243,50.0,0.3352014415813349,0.4840264840418837,0,1.0,0.3352014415813349,17901.6898426471,262.989990234375,-0.3816767389170387,190.7033727543944,181.3370170401588,1,1.0,-0.3816767389170387,6183.232610829613,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.5,0.5,0.0,0.0,0.0,9.136786101472055e-33,0.006183408659613339,0.006559257630207508
2023-10-12,SPY,425.9417718227219,426.32193094170657,420.3658766706237,422.7346496582031,81154200,-0.0060965175272367,427.1564636230469,433.5381149291992,50.0,-0.0060965175272367,0.3536736388544647,0,0.0,-0.0,34967.87132175174,258.8699951171875,-0.2095207316654962,198.53020149435469,183.54822715849545,1,1.0,-0.2095207316654962,6086.366231457724,0.9533279611653178,-0.01566597691994187,0.0,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.5,0.5,0.4766639805826589,-0.007832988459970935,0.468830992122688,1.3420394594237987e-32,0.009082382276199882,0.009634440892566007
2023-10-13,TSLA,258.8999938964844,259.6000061035156,250.22000122070312,251.1199951171875,102073800,-0.0299378071857716,361.26799926757815,477.3894973754883,50.0,-0.0299378071857716,0.7032769014772458,1,1.0,-0.0299378071857716,17416.95418366809,420.6290588378906,0.2893099186939547,219.1413447216121,189.57781392390996,1,1.0,0.2893099186939547,9889.529678871637,-0.5019155148619561,0.6248660206737231,0.0,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.5,0.5,-0.25095775743097803,0.31243301033686155,0.061475252905883515,1.424541674601552e-32,0.009640724023617184,0.010226720583043289
2023-10-16,TSLA,250.0500030517578,255.3999938964844,248.47999572753903,253.9199981689453,88917200,0.01115006015531,307.5719940185547,464.662996673584,50.0,0.01115006015531,0.7571575462232553,1,1.0,0.01115006015531,17611.15427053827,176.98643493652344,-0.3029834742722164,229.48260552830828,194.1334241592418,1,1.0,-0.3029834742722164,4161.1785117703885,0.01115006015531006,-0.5792339325640039,0.0,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.5,0.5,0.00557503007765503,-0.28961696628200195,-0.2840419362043469,1.0199120991439444e-32,0.006902354105537198,0.0073219030676148255
2023-10-17,SPY,421.9060657364121,427.1018018639709,421.5551496202013,425.0351867675781,75324700,-4.587817284540385e-05,423.75625,433.6350616455078,50.0,-4.587817284540385e-05,0.3531706174920347,0,0.0,-0.0,34967.87132175174,425.0351867675781,0.2970190792154124,240.85201024486955,197.7467661571471,1,1.0,0.2970190792154124,9993.123408344198,0.9855524961387427,1.4015127878021718,0.0,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.5,0.5,0.49277624806937137,0.7007563939010859,1.1935326419704573,2.2372104814128515e-32,0.015140539036934643,0.016060833380156746
2023-10-18,TSLA,252.6999969482422,254.6300048828125,242.0800018310547,242.67999267578125,125147800,-0.0477536320826733,252.28799743652343,437.9204963684082,50.0,-0.0477536320826733,0.7823905407085252,1,1.0,-0.0477536320826733,16831.58010478034,419.37158203125,1.3905123818287932,248.99803127295243,201.5454597827384,1,1.0,1.3905123818287932,9859.964783298035,-0.5186558555450225,-0.013325025580588346,0.0,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.5,0.5,-0.25932792777251124,-0.006662512790294173,-0.2659904405628054,1.6421338798301213e-32,0.011113300388142042,0.011788805233563042
2023-10-19,TSLA,225.9499969482422,230.6100006103516,216.77999877929688,220.1100006103516,170772700,-0.0930031018073377,244.53599853515624,423.46449584960936,50.0,-0.0930031018073377,0.517908020983133,0,1.0,-0.0930031018073377,15266.190946717095,415.6868286132813,0.2735458317894619,254.75731947855596,206.12915828987363,1,1.0,0.2735458317894619,9773.33149555752,-0.09300310180733762,-0.008786368881079976,0.0,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.5,0.5,-0.04650155090366881,-0.004393184440539988,-0.0508947353442088,1.5585579106164085e-32,0.010547691906086861,0.011188817111176426
2023-10-20,TSLA,217.009994506836,218.8600006103516,210.4199981689453,211.9900054931641,138010100,-0.0368906233004917,236.7100006103516,408.55649642944337,50.0,-0.0368906233004917,0.6199816754146577,1,0.0,-0.0,15266.190946717095,171.20306396484375,-0.4680163984234269,259.6482417026208,208.9153773335154,1,1.0,-0.4680163984234269,4025.204028632281,0.0,-0.5881441215350218,0.0,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.5,0.5,0.0,-0.2940720607675109,-0.2940720607675109,1.1002295740159351e-32,0.007445910410923103,0.007898498605741986
2023-10-23,SPY,409.0385959143889,413.7566861845482,407.2741982932137,409.8671875,92035100,-0.0017331846967775,416.1079162597656,430.09828033447263,50.0,-0.0017331846967775,0.2844593025879381,0,0.0,-0.0,34967.87132175174,171.32191467285156,-0.1918396611467795,254.3888059065565,208.57160193236084,1,1.0,-0.1918396611467795,4027.998361499928,1.2905432955606635,0.000694209001027124,0.0,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.5,0.5,0.6452716477803317,0.000347104500513562,0.6456187522808453,1.810558418814589e-32,0.012253129800018232,0.012997917420473125
2023-10-24,SPY,412.0020152211512,414.1173586925686,410.1401309925155,412.9573364257813,78564200,0.0075393908564131,413.6923461914063,428.7261474609375,50.0,0.0075393908564131,0.2844593025879381,0,0.0,0.0,34967.87132175174,216.5200042724609,-0.3326159155469723,259.4188348292253,211.77001119536197,1,1.0,-0.3326159155469723,5090.663527236619,0.0,0.26381966186822914,0.0,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.5,0.5,0.0,0.13190983093411457,0.13190983093411457,2.0493888737367596e-32,0.013869438080352401,0.01471247050990332
