EMA_short,EMA_long,Mode,Vol_Filter,Total Return,CAGR,Volatility,Sharpe Ratio,Max Drawdown
50,150,momentum,True,-1.0,-0.9999998757534252,9.54014657058034,-0.10482017947577443,-1.0
50,150,momentum,False,-1.0,-0.9999998480011596,9.535010137479288,-0.10487664235095646,-1.0
30,200,momentum,True,-1.0,-0.9999999810508771,9.425987517141646,-0.10608967805572894,-1.0
30,200,momentum,False,-1.0,-0.9999999764238311,9.422008250851643,-0.10613448320143876,-1.0
20,250,momentum,True,-1.0,-0.9999999992792379,9.185348457433417,-0.10886903245025713,-1.0
20,250,momentum,False,-1.0,-0.9999999990765444,9.183852524718603,-0.10888676580825048,-1.0
30,150,momentum,False,-1.0,-0.9999999996836306,8.942653159982392,-0.1118236368775371,-1.0
30,150,momentum,True,-1.0,-0.9999999997554554,8.941658054814233,-0.11183608158858752,-1.0
50,100,momentum,False,-1.0,-0.999999998863821,8.924294662424415,-0.11205367333670674,-1.0
50,100,momentum,True,-1.0,-0.99999999911154,8.923229896000898,-0.11206704419435698,-1.0
20,200,momentum,False,-1.0,-0.9999999999435346,8.84998066518803,-0.1129945971381722,-1.0
20,200,momentum,True,-1.0,-0.9999999999570296,8.84789709869748,-0.11302120592069746,-1.0
30,100,momentum,False,-1.0,-0.9999999999868204,8.424312456510764,-0.11870404916118305,-1.0
30,100,momentum,True,-1.0,-0.9999999999901015,8.417584534532264,-0.11879892573548928,-1.0
20,150,momentum,False,-1.0,-0.9999999999987537,8.369556430682147,-0.11948064491599948,-1.0
20,150,momentum,True,-1.0,-0.9999999999990837,8.361949188996935,-0.11958934183849539,-1.0
10,250,momentum,False,-1.0,-0.9999999999999981,7.819793669191643,-0.1278806119833813,-1.0
10,250,momentum,True,-1.0,-0.9999999999999987,7.804921361098336,-0.12812428898825895,-1.0
20,100,momentum,False,-1.0,-0.9999999999999948,7.591122906058857,-0.13173281639292714,-1.0
20,100,momentum,True,-1.0,-0.9999999999999963,7.573552313183956,-0.13203843568350448,-1.0
10,200,momentum,False,-1.0,-1.0,7.295702084289978,-0.13706700033069136,-1.0
10,200,momentum,True,-1.0,-1.0,7.273448626239019,-0.13748636326274344,-1.0
10,150,momentum,False,-1.0,-1.0,6.731354027983113,-0.1485585211894769,-1.0
10,150,momentum,True,-1.0,-1.0,6.70025028677105,-0.1492481559941718,-1.0
10,100,momentum,False,-1.0,-1.0,6.358681023402865,-0.1572653190684579,-1.0
10,100,momentum,True,-1.0,-1.0,6.321009148104354,-0.15820258705050225,-1.0
5,250,momentum,False,-1.0,-1.0,6.204963814722139,-0.16116129438617532,-1.0
5,250,momentum,True,-1.0,-1.0,6.1637497792987554,-0.16223890258468104,-1.0
5,200,momentum,False,-1.0,-1.0,5.896764524411722,-0.16958452314996636,-1.0
5,200,momentum,True,-1.0,-1.0,5.849452885311653,-0.170956159423228,-1.0
5,150,momentum,False,-1.0,-1.0,5.549175454320739,-0.1802069529485453,-1.0
5,150,momentum,True,-1.0,-1.0,5.494373510119417,-0.18200437195582386,-1.0
5,100,momentum,False,-1.0,-1.0,5.189147017038548,-0.19270989947220674,-1.0
5,100,momentum,True,-1.0,-1.0,5.125586290498369,-0.19509963218330062,-1.0
