date,sharpe_ml_roll,sharpe_mom_roll,invvol_ml_roll,invvol_mom_roll
2023-10-11,,,,
2023-10-11,0.7071067811865476,0.0,1.4834491591376437,100000000.0
2023-10-11,0.5773502691896258,0.5773502691896258,1.8168467496239944,7.06276333991561
2023-10-11,0.19778134196317287,0.5000000000000001,1.665681338586541,8.155376631045796
2023-10-11,0.1817570537872529,0.061567276938004865,1.9134093340454583,6.373823244059094
2023-10-11,0.16193050469870385,0.28757212957516853,2.1288142892823427,5.878136750996483
2023-10-12,0.15170454383856696,0.46323186106880193,2.3267755190356687,5.548764923031906
2023-10-12,0.14313718013215906,0.2226185341179384,2.508997918252108,5.000810269333462
2023-10-12,0.13584125761001586,-0.042429397025381496,2.6787492339292407,4.005729095566138
2023-10-12,0.13039098414422845,0.12715405259098297,2.8386300664033812,3.6203754338303242
2023-10-12,0.12484208821615767,0.2813141284638601,2.9896128036588645,3.1440762894565277
2023-10-12,0.2842836209450753,0.1988389909470675,2.4247137212601726,3.1563282891290303
2023-10-12,0.2731595077746155,0.06987437863549902,2.52398668422956,2.9831268517989424
2023-10-12,0.26324644671409014,0.2472977833337529,2.6194972032336006,2.077243219015094
2023-10-12,0.2543395767135727,0.17691703852940893,2.7116434789082207,2.0747324441123363
2023-10-12,0.14923566118537884,0.17150148855466235,2.598574185672561,2.1453050490443406
2023-10-12,0.14543750797618352,0.12380202660049179,2.68210988243836,2.1688665670132132
2023-10-12,0.1414967151842834,0.20655402348549556,2.7629312820526244,2.0731293498122643
2023-10-13,0.13741024802832513,0.1732587751154796,2.841261136408172,2.1059608914817938
2023-10-13,0.13000716028562012,0.16897234666286257,2.9155855941681508,2.161957201859132
2023-10-13,0.2290660216246765,0.22711678016324585,2.5324491138436205,2.130975398400426
2023-10-13,0.22377358135310427,0.17722979082298615,2.591744902514198,2.1246345909650697
2023-10-13,0.21883190352275889,0.1435552125653945,2.649715424152079,2.1433575845549333
2023-10-13,0.2142038694154189,0.20443577512944114,2.7064456685481377,2.07604078870723
2023-10-13,0.14893382303070488,0.22532100545005096,2.6379642780054735,2.1127726008261085
2023-10-13,0.1432154020423458,0.22089784946157953,2.6897458124481832,2.154149809119269
2023-10-13,0.14058678283324186,0.1631876388958448,2.7419303734915244,2.1109443478096543
2023-10-13,0.13809765901721935,0.21396544335616738,2.7931387731869735,2.0586639231515114
2023-10-13,0.13850313808585168,0.17373024036529514,2.8442080213156196,2.049097245458234
2023-10-13,0.13621112390423104,0.21960675433294627,2.8935938767560665,2.007596528619096
2023-10-16,0.20253757487310764,0.18256809782043185,2.654233860909446,1.9999951201177482
2023-10-16,0.15362452655722422,0.22561789826261122,2.6077491896767957,1.9611616693474276
2023-10-16,0.15129706083645372,0.19075560609542008,2.648498397577375,1.9540628758904848
2023-10-16,0.1465711054611259,0.23025761938620445,2.6873561324157924,1.9221003840701951
2023-10-16,0.14447890569549654,0.19782287321336595,2.726907655089361,1.916300906519971
2023-10-16,0.14247378960899312,0.2173618862656043,2.765893285628957,1.9331589206564577
2023-10-16,0.14054988074710423,0.2462000205735722,2.8043366555908062,1.9292366581220672
2023-10-16,0.19509284169962254,0.22977285131746708,2.610446186592061,1.9434448572027516
2023-10-16,0.15580626775087175,0.21426356440777114,2.5752410396089456,1.9580842291652278
2023-10-16,0.20176377007485366,0.21151336455510322,2.4574927140178846,1.9825139050674245
2023-10-16,0.1992489270066443,0.23824790977591717,2.4875333458944406,1.9767410280607332
2023-10-16,0.16426495849507006,0.23530166479524017,2.4607441336833933,1.9999130336892632
2023-10-17,0.16233753194986855,0.2324599105876222,2.4897723198934796,2.0228206317029964
2023-10-17,0.16047640479284014,0.19795486801271006,2.518466059416979,2.000347664512096
2023-10-17,0.20061563229183105,0.24124765473372048,2.42148313416793,1.879185959305086
2023-10-17,0.19838331939523493,0.2197291381592111,2.4477505012706167,1.8798977003133526
2023-10-17,0.19622394090708528,0.2286557094765866,2.4737397940663883,1.8986432340721235
2023-10-17,0.16583854835598044,0.21651235689004522,2.4509761136987738,1.9106455255037826
2023-10-17,0.16412619380271537,0.22526586517871441,2.4762034931588706,1.9287377081382022
2023-10-17,0.1997632975330803,0.2024009092833014,2.393932558422031,1.9242545548250392
2023-10-17,0.1711397316199137,0.20036475869405249,2.37321408524452,1.942994509890597
2023-10-17,0.16947008498141902,0.22629006286213071,2.3961405313826294,1.9214957636304444
2023-10-17,0.16784838280893039,0.21522267614237336,2.4188499336531315,1.9323847435906647
2023-10-17,0.16627237307305295,0.23483562300626232,2.441348334803196,1.9299349443098315
2023-10-18,0.16602015940068987,0.23211300048628938,2.4640530709937516,1.9468330080710838
2023-10-18,0.1977471005677034,0.2060618242318947,2.3916424839596453,1.9320494190797235
