date,Ticker,open,high,low,close,volume,return_1d,sma_20,sma_50,signal,signal_shifted,strategy_return,equity_curve
2023-10-27,AAPL,165.29098147440294,167.3210995561,165.21175565878588,166.58827209472656,58499100,-0.5838763857537033,270.76928634643554,287.27276092529297,-1,,,
2023-10-27,MSFT,325.5243647678987,331.72099062316545,323.5245037451174,324.91357421875,29856500,0.9503988494099718,278.45481185913087,290.20991302490233,-1,-1.0,-0.9503988494099718,496.0115059002823
2023-10-27,TSLA,210.6000061035156,212.41000366210935,205.7700042724609,207.3000030517578,94881200,-0.3619841720980489,278.22031173706057,285.84935974121095,-1,-1.0,0.3619841720980489,675.5598202147024
2023-10-30,MSFT,328.46015205285653,334.41048978500254,326.9035921180139,332.30224609375,22828100,0.6030016459323551,286.26932830810546,287.23560485839846,-1,-1.0,-0.6030016459323551,268.196136699471
2023-10-30,TSLA,209.27999877929688,210.8800048828125,194.6699981689453,197.3600006103516,136448200,-0.4060828570064138,275.643968963623,284.63310760498047,-1,-1.0,0.4060828570064138,377.1059901284749
2023-10-30,AAPL,167.3805285943209,169.50966778359705,167.23197451155576,168.63819885253906,51131000,-0.14553000440306074,273.4718788146973,282.8284716796875,-1,-1.0,0.14553000440306074,431.98622653229245
2023-10-30,SPY,403.1410168304096,406.1824086755449,401.8347795507034,405.119873046875,86562700,1.4023019446568017,277.5063285827637,282.47617614746093,-1,-1.0,-1.4023019446568017,-173.78889899889492
2023-10-31,TSLA,196.1199951171875,202.8000030517578,194.07000732421875,200.83999633789065,118068300,-0.5042455092923763,276.72232818603516,282.9138333129883,-1,-1.0,0.5042455092923763,-261.421170883954
2023-10-31,AAPL,167.70733154956025,169.24228464861295,166.27138428536674,169.11355590820312,44846000,-0.1579687363482688,268.89686279296876,279.771233215332,-1,-1.0,0.1579687363482688,-302.7175429031771
2023-10-31,MSFT,333.8193968608595,333.9671639293421,329.72115312938354,333.0903625488281,20265300,0.9696254434483869,264.9035140991211,278.0204592895508,-1,-1.0,-0.9696254434483869,-9.19491112607793
2023-10-31,SPY,405.6949952049465,407.9857966170175,403.7746250529639,407.66412353515625,79665200,0.22388447511865883,276.6988395690918,281.15134185791015,-1,-1.0,-0.22388447511865883,-7.136313274853256
2023-11-01,MSFT,334.7454251500582,342.2621536122385,334.6074891841976,340.93218994140625,28158800,-0.1636934175493987,276.9648307800293,284.4276818847656,-1,-1.0,0.1636934175493987,-8.304480783517127
2023-11-01,SPY,408.6389571260531,412.83061379639145,408.10279562252936,412.01177978515625,98068100,0.20848600378851279,289.0934028625488,286.2106280517578,1,-1.0,-0.20848600378851279,-6.573112771423143
2023-11-01,AAPL,169.34129385969914,172.53995851269775,168.4698250558493,172.28248596191406,56934900,-0.5818505819135782,287.08652725219724,281.1551840209961,1,1.0,-0.5818505819135782,-2.748543280387015
2023-11-01,TSLA,204.0399932861328,205.9900054931641,197.8500061035156,205.66000366210935,121661700,0.19373714927455787,277.0180030822754,280.1899841308594,-1,1.0,0.19373714927455787,-3.2810382201869372
2023-11-02,SPY,415.8330307293069,420.0637180038268,415.813545304772,419.9077453613281,94938900,1.0417569672478404,289.74983367919924,285.0484103393555,1,-1.0,-1.0417569672478404,0.1370062054992585
2023-11-02,AAPL,173.81746191423957,176.05553449603235,173.7580463313888,175.8475799560547,77334800,-0.5812232998828376,288.2542129516602,282.01133056640623,1,1.0,-0.5812232998828376,0.05737500663455329
2023-11-02,MSFT,342.08479027071667,343.651181179239,339.6514592221173,343.1487731933594,24348100,0.9513988948788161,285.30382537841797,280.37360229492185,1,1.0,0.9513988948788161,0.11196152454033204
2023-11-02,TSLA,212.97000122070312,219.1999969482422,211.4499969482422,218.50999450683597,125987600,-0.363220819723844,280.0782188415527,279.6468020629883,1,1.0,-0.363220819723844,0.07129476781926136
2023-11-03,SPY,422.2278004846273,425.2984357283652,422.10107085017705,423.7387390136719,100167800,0.9392190273494123,281.2484748840332,281.5789743041992,-1,1.0,0.9392190273494123,0.1382561703055702
2023-11-03,TSLA,221.1499938964844,226.3699951171875,218.3999938964844,219.9600067138672,119534800,-0.4809065434379126,283.91706161499025,282.469541015625,1,-1.0,0.4809065434379126,0.2047444672761853
2023-11-03,MSFT,344.43933508440006,349.12867689079525,342.17346325846154,347.562255859375,23637700,0.5801156812633577,285.0494956970215,281.0333544921875,1,1.0,0.5801156812633577,0.3235199433950128
2023-11-03,AAPL,172.54988135003077,175.10485722122252,171.6685149344893,174.93649291992188,79829200,-0.4966758042026812,283.4313201904297,281.04939727783204,1,1.0,-0.4966758042026812,0.16283541533368892
2023-11-06,SPY,424.4990728312054,425.1619342443728,422.7541605168112,424.7135314941406,67831700,1.4278155141051991,288.05188446044923,284.69006805419923,1,1.0,1.4278155141051991,0.39533434759289354
2023-11-06,MSFT,348.2025867608286,352.2318617799553,348.1040653780775,351.2368469238281,23828300,-0.17300292814269846,295.74572677612304,285.21062225341797,1,1.0,-0.17300292814269846,0.3269403478639396
2023-11-06,AAPL,174.66912431484397,177.68952732097137,174.50077512285628,177.49147033691406,63841300,-0.494667282514906,296.1883903503418,284.3582516479492,1,1.0,-0.494667282514906,0.16521365444160657
2023-11-06,TSLA,223.97999572753903,226.32000732421875,215.0,219.2700042724609,117335800,0.23538333338634754,286.8958969116211,285.26849060058595,1,1.0,0.23538333338634754,0.20410219514501207
2023-11-07,MSFT,354.0642920772967,357.07886049060005,352.3205805643499,355.1775207519531,25833900,0.6198180956416457,294.6127731323242,285.8440179443359,1,1.0,0.6198180956416457,0.33060842905607296
2023-11-07,AAPL,177.44195927584823,180.67034717470037,177.23400472320088,180.05636596679688,70530000,-0.4930524725055907,295.15991363525393,281.13140869140625,1,1.0,-0.4930524725055907,0.16760112567878702
2023-11-07,SPY,424.713520975765,426.56564770138766,423.5632562433901,425.9222717285156,64256100,1.3654941020361226,299.80150909423827,281.4382781982422,1,1.0,1.3654941020361226,0.39645947428778566
2023-11-07,TSLA,219.97999572753903,223.1199951171875,215.72000122070312,222.17999267578125,116900100,-0.4783555417890907,290.52730255126954,279.4454742431641,1,1.0,-0.4783555417890907,0.2068108876674339
2023-11-08,TSLA,223.1499938964844,224.1499938964844,217.63999938964844,222.1100006103516,106584800,-0.0003150241594066516,284.5861930847168,280.4636129760742,1,1.0,-0.0003150241594066516,0.20674573724139034
2023-11-08,SPY,426.5266525176992,427.0530564565,423.9141777452995,426.2342224121094,61746000,0.9190231022503741,285.2973152160645,284.7484973144531,1,1.0,0.9190231022503741,0.39674984605801356
2023-11-08,AAPL,180.5812266581694,181.6705476858897,179.82858892219457,181.1159820556641,49340300,-0.5750787418459561,285.73899002075194,284.9443786621094,1,1.0,-0.5750787418459561,0.16858744375939438
2023-11-08,MSFT,356.31040835628005,358.4678975179717,355.1971797857397,357.807861328125,26767800,0.9755730955767146,293.34638290405275,283.9031921386719,1,1.0,0.9755730955767146,0.333056818143112
2023-11-09,SPY,427.3844848158496,427.4234854126274,422.4812084140824,422.9101257324219,83174400,0.18194755185827338,293.4965019226074,288.1197946166992,1,1.0,0.18194755185827338,0.39365569083395746
2023-11-09,TSLA,219.75,220.8000030517578,206.67999267578125,209.97999572753903,142110500,-0.5034878974252917,295.20312271118166,285.8307769775391,1,1.0,-0.5034878974252917,0.19545481474646756
