date,equity_ml,ret_ml,equity_mom,ret_mom,portfolio_return_equal,portfolio_equity_equal,port_ret_vol,equity_vol_weighted,port_ret_sharpe,equity_sharpe_weighted,mean_ml_roll,vol_ml_roll,mean_mom_roll,vol_mom_roll,sharpe_ml_roll,sharpe_mom_roll,invvol_ml_roll,invvol_mom_roll,sh_score_ml,sh_score_mom,iv_score_ml,iv_score_mom,comb_score_ml,comb_score_mom,w_ml_dynamic,w_mom_dynamic,port_ret_dynamic,equity_dynamic
2023-10-11,23703.261255366426,0.0,6941.411281240904,0.0,0.0,10000.0,0.0,10000.0,0.0,10000.0,0.0,0.0028414712135040802,0.0,0.003506127586148523,-0.7071067811865476,0.7071067811865476,351.93036454056056,285.21494880866527,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999744916,2.5508395748430043e-10,0.0,10000.0
2023-10-12,23608.01095326881,-0.004018447127230207,6975.829666451582,0.004958413183741683,0.00046998302825573823,10004.699830282558,-0.004018447124940353,9959.815528750596,0.0026061433193826492,10026.061433193827,-0.0020092235636151035,0.0028414712135040802,0.0024792065918708417,0.003506127586148523,-0.7071067811865476,0.7071067811865476,351.93036454056056,285.21494880866527,0.0,1.0,1.0,0.0,0.30000000000000004,0.7,0.999999999744916,2.5508395748430043e-10,-0.004018447124940354,9959.815528750596
2023-10-13,23428.838449355648,-0.007589479023363266,6887.211932407639,-0.012703540407548397,-0.010146509715455831,9903.187046254376,-0.0075894790246677805,9884.225717705584,-0.011363466922858233,9912.130615731185,-0.003869308716864491,0.003796936878669774,-0.0025817090746022378,0.009109614013482337,-1.0190605850208583,-0.28340488090727856,263.370193383447,109.77413516313514,0.0,1.0,1.0,0.0,0.30000000000000004,0.7,0.999999999744916,2.5508395748430043e-10,-0.007589479024667781,9884.225717705584
2023-10-16,23582.971772414294,0.006578786370132095,6957.357705531633,0.010184930246436075,0.008381858308284085,9986.194156876514,0.006578786371051963,9949.251927145628,0.009239986995352518,10003.718573716775,-0.0012572849451153445,0.0060746873041991984,0.0006099507556573402,0.009801538053019684,-0.206971138126934,0.06223010637288961,164.61752678343433,102.02480412672757,0.0,1.0,1.0,0.0,0.30000000000000004,0.7,0.999999999744916,2.5508395748430043e-10,0.006578786371051964,9949.251927145628
2023-10-17,23604.472656323458,0.000911712235279527,6950.2120485721,-0.0010270647653852771,-5.767626505287504e-05,9985.618190495452,0.0009117122347849761,9958.322781854564,-0.0005190333875546398,9998.526309777315,-0.0008234855090363702,0.005349512046585312,0.0002825476514488168,0.008519892905243678,-0.153936565029705,0.033163286744475294,186.93293730188302,117.37236736679367,0.0,1.0,1.0,0.0,0.30000000000000004,0.7,0.999999999744916,2.5508395748430043e-10,0.0009117122347849761,9958.322781854564
2023-10-18,23323.113717161646,-0.0119197299282362,6826.472592613534,-0.017803695066251568,-0.014861712497243884,9837.21480384106,-0.011919729929737104,9839.622263741709,-0.0162618782842553,9835.931491905792,-0.0026728595789030085,0.006589000683792623,-0.0027318261348345807,0.010610822589886812,-0.4056547733372693,-0.25745658375612535,151.76808259555392,94.24340021980022,0.0,1.0,1.0,0.0,0.30000000000000004,0.7,0.999999999744916,2.5508395748430043e-10,-0.011919729929737105,9839.622263741709
2023-10-19,22801.317331140566,-0.022372501045481386,6676.946545764746,-0.02190385221945823,-0.022138176632469808,9619.436804942081,-0.02237250104536184,9619.485304360182,-0.022026655568539437,9619.278816737835,-0.005487094074128491,0.009571756312262423,-0.005470687004066531,0.012096864968058743,-0.5732588560679244,-0.4522400653815387,104.47403458432129,82.66604633848996,0.0,1.0,1.0,0.0,0.30000000000000004,0.7,0.999999999744916,2.5508395748430043e-10,-0.022372501045361842,9619.485304360182
2023-10-20,22716.313960202897,-0.00372800262823314,6557.250692879035,-0.01792673523223498,-0.01082736893023406,9515.283613753902,-0.0037280026318550086,9583.623837828436,-0.01420614143223303,9482.625981391175,-0.005267207643391572,0.008883521790239803,-0.007027693032587587,0.012034259711413984,-0.59291886346005,-0.5839738547375805,112.56796838149096,83.09609597768133,0.0,1.0,1.0,0.0,0.30000000000000004,0.7,0.999999999744916,2.5508395748430043e-10,-0.003728002631855009,9583.623837828436
2023-10-23,22766.917637839095,0.0022276359503066168,6569.640701673523,0.001889512750815392,0.0020585743505610044,9534.871532539488,0.0022276359502203667,9604.972662822971,0.0019781135516579477,9501.383692350268,-0.004434447244091773,0.008677197036873996,-0.006036892389987256,0.011642837032782714,-0.5110460469259213,-0.5185069904344783,115.24458828703226,85.88971890479115,1.0,0.0,1.0,0.0,1.0,0.0,0.999999999744916,2.5508395748430043e-10,0.0022276359502203667,9604.972662822971
2023-10-24,22873.49801634438,0.004681370583435873,6623.468830076078,0.008193466103685543,0.006437418343560708,9596.251489446553,0.004681370584331752,9649.937099310022,0.007273167005020028,9570.488842723506,-0.0035228654613390087,0.008673960447044824,-0.004613856540619976,0.011863567132416108,-0.40614267068040777,-0.3889097173828129,115.28759049629919,84.2916796304538,0.0,1.0,1.0,0.0,0.30000000000000004,0.7,0.999999999744916,2.5508395748430043e-10,0.004681370584331752,9649.937099310022
2023-10-25,22959.763618706722,0.003771421507138939,6609.628738671366,-0.0020895533382548903,0.0008409340844420243,9604.321304406907,0.003771421505643898,9686.33107961447,-0.0005537608643834068,9565.189080549388,-0.0028597484642046496,0.008517675535260874,-0.004384374431314059,0.011280473616751018,-0.33574282706192127,-0.38866935735778435,117.40292241237299,88.64876014736146,1.0,0.0,1.0,0.0,1.0,0.0,0.999999999744916,2.5508395748430043e-10,0.0037714215056438983,9686.33107961447
2023-10-26,22567.12644866489,-0.01710109810198246,6443.3251248086335,-0.02516081015106486,-0.02113095412652366,9401.37283150709,-0.01710109810403836,9520.684181553788,-0.02304886709840357,9344.722308660703,-0.004046527600686134,0.009102560419613203,-0.006115744074626626,0.012314734121433869,-0.4445482824774355,-0.49662006620038485,109.85919937925479,81.20353960866227,1.0,0.0,1.0,0.0,1.0,0.0,0.999999999744916,2.5508395748430043e-10,-0.017101098104038363,9520.684181553788
2023-10-27,22639.06254535759,0.00318764982579145,6460.521805877351,0.002668914067754491,0.0029282819467729704,9428.902701844472,0.003187649825659128,9551.032788825274,0.002804842048019973,9370.932778719105,-0.003490052414034012,0.008943015668311044,-0.00544000114059731,0.012039564946834697,-0.3902545342060364,-0.4518436641705672,111.81910410192287,83.05947967521107,1.0,0.0,1.0,0.0,1.0,0.0,0.999999999744916,2.5508395748430043e-10,0.0031876498256591286,9551.032788825274
2023-10-30,22537.05772639974,-0.004505699772394789,6485.707394567481,0.0038983830481336135,-0.0003036583621305877,9426.039536693343,-0.004505699770251042,9507.998702583003,0.0016962020993954064,9386.82777457166,-0.0035625986539169247,0.008596458166386052,-0.004772973698545101,0.011833427067313752,-0.4144263352373923,-0.4033466950355397,116.32697800010347,84.50637286320851,0.0,1.0,1.0,0.0,0.30000000000000004,0.7,0.999999999744916,2.5508395748430043e-10,-0.004505699770251043,9507.998702583003
2023-10-31,22620.593550249516,0.003706598477223766,6528.543308428414,0.006604663339701888,0.005155630908462827,9474.636717473111,0.0037065984779630153,9543.24103610247,0.005845263014330551,9441.696251784257,-0.003077985511840879,0.00849372326045543,-0.004014464562661968,0.011775308709882411,-0.3623835410521532,-0.34092223495532087,117.73399831093396,84.92346354883685,0.0,1.0,1.0,0.0,0.30000000000000004,0.7,0.999999999744916,2.5508395748430043e-10,0.0037065984779630157,9543.24103610247
2023-11-01,22880.93136126513,0.011508885053670204,6647.148460261249,0.018167169340779887,0.014838027197225045,9615.221634770804,0.011508885055368625,9653.073100242651,0.016422452264391773,9596.75205777407,-0.002166306101496436,0.008979550585977231,-0.002628112443696852,0.012655654494980052,-0.24124883319655357,-0.2076630999004682,111.364147952085,79.01606356246977,0.0,1.0,1.0,0.0,0.30000000000000004,0.7,0.999999999744916,2.5508395748430043e-10,0.011508885055368626,9653.073100242651
2023-11-02,23230.272869441844,0.015267801063732378,6803.073149097987,0.023457380223851576,0.019362590643791977,9801.397235234204,0.015267801065821407,9800.454300010986,0.02131140717839984,9801.272348467439,-0.001140770385894741,0.009668097421329125,-0.0010936716985469445,0.013790644803060696,-0.11799326549793013,-0.07930533446153402,103.4329668414248,72.5129255579159,0.0,1.0,1.0,0.0,0.30000000000000004,0.7,0.999999999744916,2.5508395748430043e-10,0.015267801065821408,9800.454300010986
