Date,ml_ret,mom_ret,ret_dynamic
2024-04-10,0.2113145654348993,-0.21683554227652121,0.04553721953806336
2024-04-11,0.21877610127833005,-0.24194532428527532,0.05112727146408913
2024-04-12,0.2169753780462982,-0.24211783913337698,0.05412942178585849
2024-04-15,0.22294812740064388,-0.2686708657645209,0.0485235434610849
2024-04-16,0.20973186877119435,-0.2830303989715695,0.040242189800389586
2024-04-17,0.20973186877119435,-0.2879368189714987,0.045100034056219054
2024-04-18,0.2237063999829854,-0.30584166943659014,0.049989525466948063
2024-04-19,0.20247168051078113,-0.3270818669644535,0.033964579979006954
2024-04-22,0.20338191656200194,-0.38648370615894495,0.034836329637366895
2024-04-23,0.20804613732179134,-0.42510424494189647,0.02713551852050364
2024-04-24,0.2530836758773761,-0.42477867609388553,0.07218001248859976
2024-04-25,0.24139909566845114,-0.42165723978409675,0.06519674609980182
2024-04-26,0.20514270453378355,-0.4526593282862774,0.03532044063280396
2024-04-29,0.2151681322654014,-0.4420561257018018,0.04528949657747099
2024-04-30,0.23408384084604164,-0.5023065405928065,0.1932585022415511
2024-05-01,0.24146675307388524,-0.5263840251141916,0.22658698083713652
2024-05-02,0.2340350550816698,-0.5428492315081838,0.2319404580637892
2024-05-03,0.23842383997474406,-0.5493280109755397,0.2628450382962569
2024-05-06,0.2272544297399717,-0.5682578352039844,0.2759329770340192
2024-05-07,0.23841046500947263,-0.5704431915901197,0.30139153451466244
2024-05-08,0.1934378187291173,-0.607370172223758,0.2810187387654389
2024-05-09,0.20741234994090835,-0.6131372406463378,0.34089876174424105
2024-05-10,0.20656020319740415,-0.6388686751451246,0.3063721554065004
2024-05-13,0.23127706594216021,-0.6531618469360169,0.39882833773869003
2024-05-14,0.23108702217038768,-0.6633057008087442,0.3992762225497455
2024-05-15,0.2125301550817999,-0.6300980370044775,0.3365711410194027
2024-05-16,0.19575308539770617,-0.6214126668218801,0.3275202868798743
2024-05-17,0.2069726787478067,-0.6333720268759107,0.3548932805145087
2024-05-20,0.19277363821930277,-0.6127186700580883,0.3561217240273672
2024-05-21,0.2012623284005329,-0.620652650809828,0.39272423064285916
2024-05-22,0.19350780864096712,-0.6252529713756962,0.4382390383732213
2024-05-23,0.21711605110007176,-0.6159441361236694,0.48110062420141086
2024-05-24,0.20030096257575764,-0.5872914758167584,0.40918874117746484
2024-05-28,0.2113498358347499,-0.5995199124589524,0.43621384475927194
2024-05-29,0.23220147261423635,-0.599753783960875,0.501627307407595
2024-05-30,0.22478234390805235,-0.6184353886095296,0.5140015544977079
2024-05-31,0.19726655584263347,-0.6164349479327367,0.6010594266064759
2024-06-03,0.2364541764570292,-0.6076824280917319,0.8049880629105844
2024-06-04,0.21975456390461995,-0.5814838905249443,0.7349605799524801
2024-06-05,0.2202475600832307,-0.6035573813432724,0.8432689639764414
2024-06-06,0.2160027551320984,-0.5813562686464016,0.8607070326597367
2024-06-07,0.22329799247461596,-0.5723100372714685,0.9244012744992426
2024-06-10,0.22329799247461596,-0.5450654940201823,0.9384137316662025
2024-06-11,0.22329799247461596,-0.5463234326883429,1.0092794568113919
2024-06-12,0.2336626616550091,-0.5505482013898735,1.137517680421693
2024-06-13,0.23431638826446055,-0.5160409571617747,0.9974261040275181
2024-06-14,0.23731998531936263,-0.5011882886699703,1.0055327624231014
2024-06-17,0.2266604175525145,-0.4828479527554514,0.9383808218749252
2024-06-18,0.18613890927940901,-0.4781491109422775,0.9983357815904338
2024-06-20,0.1940172807415095,-0.4791964471884518,0.8449046548640325
2024-06-21,0.19410812549617534,-0.46117125950464705,0.8508010207337231
2024-06-24,0.21975862956953202,-0.45278165669957493,1.147165354097757
2024-06-25,0.22508126062265535,-0.41193833477472674,1.0193527692274171
2024-06-26,0.21707338141874832,-0.4436859491023092,1.0007201085599935
2024-06-27,0.21707338141874832,-0.43339260956073883,1.0050507058268536
2024-06-28,0.2097365783711439,-0.4090223570843967,0.9440638474456282
2024-07-01,0.2097365783711439,-0.41897682509702733,0.9518780453260891
2024-07-02,0.20940477064969684,-0.4489918388781046,0.9625806633961436
2024-07-03,0.21683646864191228,-0.4148711033854572,0.9506667975872672
2024-07-05,0.19516368801089948,-0.40855438366550684,0.9296449134240122
2024-07-08,0.20180745027708616,-0.40821067827748636,0.9320913333469618
2024-07-09,0.194281760392691,-0.3973205241010408,0.9328180898865375
2024-07-10,0.20782903696394686,-0.38129779225465743,0.9572566728196455
2024-07-11,0.21320483921561176,-0.3604691942747078,0.9629205580901432
2024-07-12,0.2056332731867403,-0.31630688736661855,0.9364191035005707
2024-07-15,0.19664444142835172,-0.32372427542528176,0.932683404919399
2024-07-16,0.1923599558952984,-0.3127722029150679,0.9235442987354407
2024-07-17,0.20008764061781317,-0.2904669472101076,0.9283094579474344
2024-07-18,0.21363491718906905,-0.2827433677526242,0.9586504850918534
2024-07-19,0.19235127657739678,-0.2713265439587045,0.9216980164698431
2024-07-22,0.19409187159835026,-0.2601446376091135,0.9242217177680803
2024-07-23,0.20230354467554512,-0.17333771568379633,0.9171648723958523
2024-07-24,0.23197959212248884,-0.15842749159058703,0.9742231954647728
2024-07-25,0.17645904683616773,-0.1664162718310606,0.9162782775242347
2024-07-26,0.19272018113673348,-0.13732374055515756,0.9175421869102331
2024-07-29,0.19366355974901917,-0.1297679460270207,0.9192018430236512
2024-07-30,0.19615192479930346,-0.13432852902252018,0.9269263008725862
2024-07-31,0.14696447710261124,-0.08705791983536926,0.7537685764531629
2024-08-01,0.14669859264768656,-0.06593173090844263,0.722319057615642
2024-08-02,0.15747598255831244,-0.05906009286616435,0.7181762417114395
2024-08-05,0.1568041295984016,-0.05892828389872006,0.6913186445482463
2024-08-06,0.14884451782930036,-0.06823905051679427,0.6599975923687496
2024-08-07,0.16239179440055623,-0.07304673930904496,0.6532531936266035
2024-08-08,0.16982349239277167,-0.0712866542664358,0.6430658148931178
2024-08-09,0.14853985178109944,-0.07001760800367303,0.5794240129547455
2024-08-12,0.17248462382518145,-0.08619636044441337,0.6139753956974183
2024-08-13,0.13296023670881058,-0.08777815945376197,0.508494616788472
2024-08-14,0.13989931620014381,-0.08619802525750067,0.509832345035895
2024-08-15,0.16945738828278176,-0.1332486568557817,0.5852986831762617
2024-08-16,0.16492388580970965,-0.14886041568815675,0.5834885571221855
2024-08-19,0.15815384381107325,-0.1533679324762283,0.5540184569988413
2024-08-20,0.1582628978113871,-0.1704638765742827,0.5535594025917939
2024-08-21,0.1779397607304907,-0.13866587209714515,0.5451863716900488
2024-08-22,0.16438370833289065,-0.1384732265490665,0.491564540418601
2024-08-23,0.1504091771210996,-0.15478225690957717,0.4553909427344498
2024-08-26,0.17526235314742006,-0.20278010166346097,0.5330373861371047
2024-08-27,0.1612766360008544,-0.21031520859870348,0.4971217174540684
2024-08-28,0.13318366342284718,-0.21174915778956296,0.4278534911737871
2024-08-29,0.14084663416765725,-0.2178453742870592,0.41222623196944774
2024-08-30,0.14578161482979554,-0.21308343099083893,0.32577063652153276
2024-09-03,0.12642291558269123,-0.22873891742366226,0.1455846147015235
2024-09-04,0.13170794236773428,-0.2037370007947069,0.21132304524694878
2024-09-05,0.13169376642006134,-0.20277773444973957,0.10533306066694616
2024-09-06,0.15886913533231334,-0.2251016117167474,0.13416766268372257
2024-09-09,0.14110869036448428,-0.23975145996052527,0.06571594745979353
2024-09-10,0.14590092618579092,-0.2393639592002964,0.06954851939612362
2024-09-11,0.12834205271230176,-0.2590357527031285,-0.0117472527363069
2024-09-12,0.15869338650299253,-0.25521199985563137,-0.08729421983172501
2024-09-13,0.15869338650299253,-0.28873439614709,0.059800223521133795
2024-09-16,0.1513573455576177,-0.3047164469257217,0.05440451425113347
2024-09-17,0.17555585532790632,-0.2904852912976296,0.14292344864199835
2024-09-18,0.17348421786248833,-0.2802333543343907,0.06556481875351396
2024-09-19,0.16549930665360912,-0.2972730661677626,0.2010636095141018
2024-09-20,0.1947622051604284,-0.3010979186244701,0.23934655372946478
2024-09-23,0.15303935367763105,-0.29841614609036565,-0.06217429076569114
2024-09-24,0.14851882272117406,-0.3228890710842319,0.07125469978625354
2024-09-25,0.15720667352311546,-0.3087239153865714,0.07899664235259278
2024-09-26,0.1572066735231155,-0.3162397543154985,0.08077540991996826
2024-09-27,0.1779251597235627,-0.31931198538361877,0.16733257528344744
2024-09-30,0.1779251597235627,-0.30737727164363265,0.15784814326919047
2024-10-01,0.1564413684011053,-0.3078540692845949,0.12013308426472165
2024-10-02,0.15758844153403112,-0.31264838139425466,0.12861693187876366
2024-10-03,0.17866837410609565,-0.31320170467016173,0.16437674871593516
2024-10-04,0.17560271746267408,-0.31267001128308886,0.15956313084979334
2024-10-07,0.16883733456240876,-0.30113709642428854,0.13888240620935027
2024-10-08,0.16867174114399572,-0.2951956292868364,0.13269442923428673
2024-10-09,0.16867174114399572,-0.30429584339897536,0.13886662451831652
2024-10-10,0.1759808505438769,-0.31923294073914277,0.1645886685616741
2024-10-11,0.1772312497811102,-0.3129859354486402,0.1615315913652442
2024-10-14,0.17432344698333457,-0.33679458642994026,0.17373773411029625
2024-10-15,0.16119033310797817,-0.3421254367762487,0.1557683034700481
2024-10-16,0.1558398324543417,-0.35480390204010015,0.15258475604953695
2024-10-17,0.15984915762930912,-0.37629102155289773,0.17668039564249868
2024-10-18,0.16970605733807814,-0.35568459165352945,0.17905155751209656
2024-10-21,0.18278299149210123,-0.3811066649117447,0.22103176231614732
2024-10-22,0.14581320284812244,-0.3972866861800286,0.16520684130668753
2024-10-23,0.16950286253611,-0.37701984467122673,0.1916403085601509
2024-10-24,0.16495323787334276,-0.4196636874625802,0.21568195922390349
2024-10-25,0.15385681289591452,-0.4369809910875604,0.20871747966545004
2024-10-28,0.1795781843919371,-0.42794191395215486,0.2449616642169384
2024-10-29,0.1853547578705241,-0.4366350874799145,0.2518186062000566
2024-10-30,0.1777649437455461,-0.4310674134939601,0.23519585877411814
2024-10-31,0.17573269883551515,-0.42638278862306145,0.2539049208998908
2024-11-01,0.17640455179542597,-0.42526335601993315,0.303678831862513
2024-11-04,0.16833925913360792,-0.42468064757190555,0.3198538090539012
2024-11-05,0.17224864680552915,-0.4243724777879573,0.43006591742126987
2024-11-06,0.16535733024695734,-0.4102609443986428,0.4101227123161655
2024-11-07,0.1721345436713537,-0.4199820300424489,0.4872352746667302
2024-11-08,0.16099834510417585,-0.4076945903175591,0.5001370542273097
2024-11-11,0.17970535713231733,-0.37845346623759973,0.5073236894715148
2024-11-12,0.16982007917605182,-0.37673006524657876,0.4884317287451259
2024-11-13,0.1754787612025824,-0.36534032558329665,0.6095105643228241
2024-11-14,0.17253468760943264,-0.32408811877059934,0.496227227779343
2024-11-15,0.20469246447990327,-0.31385418117064134,0.6357543657783938
2024-11-18,0.19947959858566064,-0.3006936264771432,0.6252617864472837
2024-11-19,0.17908594024665803,-0.311484877632811,0.59587177647508
2024-11-20,0.19394139132294577,-0.2919026041532433,0.636359027654498
2024-11-21,0.19394139132294577,-0.2693921285301399,0.6180207839230736
2024-11-22,0.1803013027250512,-0.2562606480903975,0.6293532383737369
2024-11-25,0.19059221562371004,-0.2436756464690102,0.6577552904022224
2024-11-26,0.18535521659097737,-0.2349279558785629,0.6135099174829036
2024-11-27,0.1779305672896991,-0.2132631007462053,0.6031733339805375
2024-11-29,0.18604493076001563,-0.18978635973393462,0.6078864980963069
2024-12-02,0.17260872063735036,-0.1737292066817189,0.5885962919817531
2024-12-03,0.19212998357846067,-0.19556778285462498,0.6160709334666942
2024-12-04,0.18874268043041334,-0.18109269213708634,0.6088568004005269
2024-12-05,0.15335105076091174,-0.15992104419854805,0.5616927874549504
2024-12-06,0.1710774387908584,-0.14944564792415085,0.5797147676619017
2024-12-09,0.16628520296955174,-0.12618791121487574,0.5711608568817595
2024-12-10,0.17615123645653924,-0.11467256258177617,0.5795077586309466
2024-12-11,0.15072175697415682,-0.10544635319552247,0.545409488802563
2024-12-12,0.14092540296534545,-0.08293605770658928,0.5308736193471311
2024-12-13,0.1738507701155444,-0.06704451817492717,0.5649225142026725
2024-12-16,0.1602106815176499,-0.0758826028164739,0.5507925247224832
2024-12-17,0.15054960366051445,-0.0788920446288403,0.5403366765268702
2024-12-18,0.1855063622703138,-0.08537977117146167,0.5816861851380642
2024-12-19,0.14921695885749905,-0.08171328760042851,0.5374133986625191
2024-12-20,0.163589373514426,-0.07504109659244088,0.5528288615796566
2024-12-23,0.168109904470883,-0.07366951089618302,0.5580222992916046
2024-12-24,0.15942205366894158,-0.08177735303786564,0.5498231561807156
2024-12-26,0.1549214577420367,-0.08328567240108468,0.5442167662177189
2024-12-27,0.13712005783947062,-0.07263104071215591,0.5217361035686181
2024-12-30,0.13690952735375267,-0.07559795318722969,0.523232958537529
2024-12-31,0.1511715317156541,-0.06915844600262148,0.5426700652442078
2025-01-02,0.15002445858272828,-0.09709495810487162,0.551799169485792
2025-01-03,0.1316750182127428,-0.06555886876159285,0.5232279340257913
2025-01-06,0.14699400951908204,-0.07093439236097492,0.542258629159254
2025-01-07,0.15158824338413954,-0.08051389987288843,0.5513768298667467
2025-01-08,0.1382065602312967,-0.08054508803950075,0.5342738143662308
2025-01-10,0.13370596430439186,-0.07131862887052132,0.5240951285102833
2025-01-13,0.13998765552968123,-0.07646197022321724,0.5288600163131094
2025-01-14,0.13998765552968123,-0.06886184141709106,0.5290689757575279
2025-01-15,0.14267934793360532,-0.04636614393596089,0.5223892698007994
2025-01-16,0.15436646831173628,-0.05704374007321687,0.5398087590972341
2025-01-17,0.14616969239411692,-0.04457785521408874,0.5113105908513147
2025-01-21,0.14496888069212582,-0.009265426755053005,0.5113041831010696
2025-01-22,0.14708477517990817,-0.028068288086693163,0.51802756666739
2025-01-23,0.13885527710631765,-0.01395721786473877,0.49653921867928147
2025-01-24,0.14604756543714661,0.0005337292730474079,0.49421321598076823
2025-01-27,0.1257039247244188,-0.012455401476149623,0.47478495153423755
2025-01-28,0.13885527710631765,0.00745205783089302,0.47189140321316564
2025-01-29,0.13905633750588833,0.024401576578712482,0.46904407269716686
2025-01-30,0.12736570712828638,0.027434819811529607,0.4400372922952362
2025-01-31,0.11906960264131611,0.02179947711074385,0.4284784348423512
2025-02-03,0.1348765843431306,0.028167985813674398,0.4547496607603293
2025-02-04,0.13984482856004055,0.04016642566882334,0.44139219569253774
2025-02-05,0.13984482856004055,0.04934687379271613,0.39252647265529955
2025-02-06,0.1373946058522639,0.058226081291025515,0.3699853231255412
2025-02-07,0.11993794160908684,0.05365615257257122,0.24328790421882115
2025-02-10,0.12116873156132016,0.0384424796300198,0.25574534644493147
2025-02-11,0.13049864203902942,0.04574026671239943,0.1863573672563898
2025-02-12,0.14123891641685024,0.04492741226915664,0.1709858799227299
2025-02-13,0.12472264698935498,0.017164151158247754,0.16426705559809796
2025-02-14,0.1302004029261631,0.009385201042745437,0.17627131867346224
2025-02-18,0.10731155156590023,0.00458648847559308,0.03797931712187443
2025-02-19,0.11759166610442483,-0.0115446435275759,0.16354548568313715
2025-02-20,0.08841603587470544,-0.023824645725442843,0.022406062520072788
2025-02-21,0.10689570946724597,-0.048808639516444687,0.03303059811195357
2025-02-24,0.10655551269813028,-0.06470448948856242,0.03798550487193098
2025-02-25,0.09903610256721736,-0.07203461132592737,0.003961764310258511
2025-02-26,0.09370254327233174,-0.09348610854517189,0.01588321769511613
2025-02-27,0.09090319253992442,-0.10387598889780664,-0.011941474879714772
2025-02-28,0.09090319253992442,-0.09869790565897021,-0.02884032368005813
2025-03-03,0.09624738898115545,-0.10620825088744877,0.015714615241839938
2025-03-04,0.0981516843878678,-0.13421859526240307,0.02290580282969402
2025-03-05,0.09007910905621402,-0.15747942765045408,0.01369541039595724
2025-03-06,0.12290650869800994,-0.15993726737514233,0.04516241537518758
2025-03-07,0.10920611639559961,-0.18206258446749804,0.028935236883173832
2025-03-10,0.10529116601343319,-0.18820319589076884,0.02498901848552305
2025-03-11,0.11027326396212873,-0.21707907205070218,0.028673056576070412
2025-03-12,0.11616343593939245,-0.2128067587910568,0.03208900581455903
2025-03-13,0.10901337893333855,-0.2581678871312519,0.026649215970737668
2025-03-14,0.11574252154104069,-0.27667517574305067,0.029517220741321158
2025-03-17,0.1036283789019034,-0.29661964673632196,0.014812848978486056
2025-03-18,0.11248336090009417,-0.30796298012248086,0.026518655968432326
2025-03-19,0.08763727897078145,-0.3213136181337223,-0.0023032530974673427
2025-03-20,0.08788323898795503,-0.34441070084821834,-0.0026310500096704994
2025-03-21,0.09754431684509048,-0.33241226645738026,0.008394742651191724
2025-03-24,0.06688694724362419,-0.3420756188491336,-0.02568108516847766
2025-03-25,0.08881632622531355,-0.3510569713442743,-0.004535506285226608
2025-03-26,0.07985597419753523,-0.361666801937586,-0.014777121425671261
2025-03-27,0.08208370842542803,-0.3652798226469655,-0.012973688091882605
2025-03-28,0.0747827305765188,-0.3910796918025461,-0.020409147470062623
2025-03-31,0.0795914633040133,-0.38459871105033955,-0.004385355264030105
2025-04-01,0.09647784579270295,-0.42179370707866376,0.17619930460313402
2025-04-02,0.08977625549171388,-0.4339946278687438,0.1936035318231029
2025-04-03,0.11335175512273199,-0.4560350508940808,0.4075073755537966
2025-04-04,0.10615639439839855,-0.46485116011697036,0.44712676119637357
2025-04-07,0.10339440218787131,-0.5022284306018155,0.46908045929577563
2025-04-08,0.13688553098571007,-0.5123967459877611,0.735926246285994
2025-04-09,0.11960932335304858,-0.5206692447571869,0.7070105512457114
2025-04-10,0.13349996946880383,-0.5245427630945156,0.767731883413599
2025-04-11,0.1362624526339807,-0.5401797775058362,0.8284301726045021
2025-04-14,0.12998076140869133,-0.5509124199213264,0.8871225501732762
2025-04-15,0.13205336615696903,-0.5712549004041729,0.9553542733493271
2025-04-16,0.13576940012199226,-0.616173431476095,1.140277344305359
2025-04-17,0.12838451051051195,-0.623938703627917,1.182117855903913
2025-04-21,0.12174551290771948,-0.6422568605581148,1.2547301681210756
2025-04-22,0.12678682487570017,-0.6558935322617916,1.2069789288748345
2025-04-23,0.1310185265611986,-0.6739512955389111,1.3521094460100767
2025-04-24,0.12609667225289029,-0.6773700914082312,1.3308820723005108
2025-04-25,0.13034724381373333,-0.6723603865392185,1.3545343940217873
2025-04-28,0.12959036793821563,-0.689465043715844,1.3920543194879933
2025-04-29,0.133152772344244,-0.68134767983683,1.4336204768371277
2025-04-30,0.1351054449821282,-0.6919671217009229,1.4265793926661403
2025-05-01,0.11825381199586954,-0.7159377810484291,1.3733368054524997
2025-05-02,0.12595687296287617,-0.7164256112504984,1.3580949932903494
2025-05-05,0.15303567330702672,-0.7430557783878661,1.2609480934097748
2025-05-06,0.14675398208173732,-0.7671086696297125,1.213088126230011
2025-05-07,0.13561127631494974,-0.7901482024046379,1.1606374791134275
2025-05-08,0.1775023057509997,-0.8071428827832363,1.0667786469629443
2025-05-09,0.1696325301789071,-0.8032736349420448,1.0466836988091581
2025-05-12,0.18190450341787337,-0.8078114801835097,0.9939025532656196
2025-05-13,0.173888722893853,-0.7989942730116885,0.9767392674989787
2025-05-14,0.15170251501421544,-0.8113202088122416,0.9419198416350676
2025-05-15,0.15882901810061512,-0.8053616309698584,0.9312044964241261
2025-05-16,0.17274864291358452,-0.7619957700491456,0.9968814488872692
2025-05-19,0.16566025397636872,-0.7624338063345466,0.97101650223904
2025-05-20,0.15968915371679196,-0.7529676714800515,1.02266668342376
2025-05-21,0.19428148600613157,-0.7361617835526879,0.9782454296113391
2025-05-22,0.17768082840232002,-0.7082779316417704,0.9859825391194709
2025-05-23,0.17203306357544265,-0.7049957177453654,0.9766759170015457
2025-05-27,0.18764137569353423,-0.6760219084518373,1.009742436122835
2025-05-28,0.18193907568532347,-0.6702373058295716,1.0127334843592815
2025-05-29,0.18470120300147863,-0.6330800322672616,1.071146834753829
2025-05-30,0.18477264999855852,-0.6327741882401855,1.0711450830105238
2025-06-02,0.18483982427784015,-0.6324717806092418,1.0711501727975727
2025-06-03,0.20044725096255575,-0.6035992603170028,0.9914972402992143
2025-06-04,0.21595346202963714,-0.5884323097884638,0.8993207495920396
2025-06-05,0.1772319682131001,-0.5800762586767771,0.9810073152045727
2025-06-06,0.18790626541083055,-0.5700889321907089,0.860065987546651
2025-06-09,0.20192212400148762,-0.5404166844381183,0.9695805750626798
2025-06-10,0.19715001253014366,-0.5121148999894586,0.998656844280154
2025-06-11,0.19213512890645093,-0.5065953483372487,0.9687349254042237
2025-06-12,0.18964188789800251,-0.48448635629921655,1.0330059357884405
2025-06-13,0.21316397279015634,-0.4640950757109786,0.789003809420691
2025-06-16,0.2125817737624394,-0.43786057946928747,0.8433209269437061
2025-06-17,0.22876104498231373,-0.4356966993984948,0.782129080817447
2025-06-18,0.22801780070680228,-0.42226759647952644,0.7823398797732517
2025-06-20,0.2199973533310828,-0.41195455854224566,0.7789927906634716
2025-06-23,0.2136561937118719,-0.41275204536548427,0.8694096221231375
2025-06-24,0.24545582328267473,-0.3976823503832395,0.7531851266484835
2025-06-25,0.22088930140086094,-0.3992796301444534,0.7250798901616277
2025-06-26,0.22352386120939582,-0.36537251076516813,0.8862518657775387
2025-06-27,0.2573597391149905,-0.3710809138131087,0.6121932835352996
2025-06-30,0.2568862296053538,-0.31856126545392227,0.5973771739675732
2025-07-01,0.27181599201401796,-0.3160474471841375,0.6062693727969125
2025-07-02,0.25934932627505153,-0.2999304985641942,0.4357652519486694
2025-07-03,0.26222245098666286,-0.2871226391452064,0.412953332517806
2025-07-07,0.23764353566035043,-0.2501993565572317,0.19221361127362943
2025-07-08,0.24483889638468387,-0.2385086202304944,0.156703731090451
2025-07-09,0.24179151496300255,-0.2062943676230278,0.11329778408410644
2025-07-10,0.201165103132832,-0.19447529602675123,-0.15724150468548997
2025-07-11,0.22125004408984378,-0.19248417282653638,-0.11878349717444936
2025-07-14,0.20139916146886583,-0.20014196151796593,-0.1868665368461346
2025-07-15,0.224030304698347,-0.16166946928992793,-0.223604947944891
2025-07-16,0.2191305567051086,-0.14281515976648454,-0.29468867502892865
2025-07-17,0.2170579519568309,-0.13152531942274856,-0.36301748459936856
2025-07-18,0.21784251391871254,-0.08332281083222821,-0.5456739428487197
2025-07-21,0.22734170300841952,-0.07382040902434074,-0.5790954731005848
2025-07-22,0.2341556229579001,-0.05761695911472601,-0.6466989380339058
