date,Ticker,open,high,low,close,volume,return_1d,sma_5,sma_20,rsi,daily_return,signal_prob,signal,position,strategy_return,equity_curve
2023-11-09,AAPL,181.18527771245388,182.33401412088384,180.04642375244092,180.6406097412109,53763500,-0.002624684520149523,178.84818420410156,173.65653915405272,50.0,-0.002624684520149523,0.9138302310129348,1,,,
2023-11-10,AAPL,182.4255213215233,185.00369964258533,181.98921282435705,184.83511352539065,66133400,0.023220159576458954,180.82790832519532,174.04253540039062,50.0,0.023220159576458954,0.9061362430321729,1,1.0,0.023220159576458954,10232.201595764589
2023-11-13,AAPL,184.26000678217756,184.46823531200093,182.66352248721637,183.24856567382807,43627500,-0.00858358469504028,181.9793273925781,174.35564193725585,50.0,-0.00858358469504028,0.9315757416556831,1,1.0,-0.00858358469504028,10144.372626750617
2023-11-14,AAPL,186.1242058271512,186.53076740007103,184.73596524972663,185.86639404296875,60108400,0.014285669082945374,183.1413330078125,174.87737808227538,50.0,0.014285669082945374,0.9061362430321729,1,1.0,0.014285669082945374,10289.291777150467
2023-11-15,AAPL,186.27296484120737,187.90910668353808,186.20354524355437,186.43161010742188,53790500,0.0030409804169464483,184.20445861816407,175.49224090576172,50.0,0.0030409804169464483,0.9061362430321729,1,1.0,0.0030409804169464483,10320.581311949029
2023-11-16,AAPL,187.9785160308428,189.35684600106327,187.0662263637428,188.11734008789065,54412900,0.009042082399532303,185.6998046875,176.210205078125,50.0,0.009042082399532303,0.9061362430321729,1,1.0,0.009042082399532303,10413.900858582745
2023-11-17,AAPL,188.65281519385715,188.78172866103995,186.98692637498095,188.09751892089844,50922700,-0.00010536597520971469,186.35228576660157,177.05492782592773,50.0,-0.00010536597520971469,0.9158132907924239,1,1.0,-0.00010536597520971469,10412.803587763045
2023-11-20,AAPL,188.2958115269965,190.2988572113063,188.2859009272728,189.84271240234372,46505100,0.009278131319633287,187.67111511230468,177.98096771240233,50.0,0.009278131319633287,0.9262519544118688,1,1.0,0.009278131319633287,10509.414946855859
2023-11-21,AAPL,189.80306012274144,189.9121372454657,188.1470820818824,189.03952026367188,38134500,-0.004230829450906692,188.3057403564453,178.84506301879884,50.0,-0.004230829450906692,0.9315757416556831,1,1.0,-0.004230829450906692,10464.951404586902
2023-11-22,AAPL,189.88238464889707,191.31028267101584,189.22792193208025,189.70388793945312,39617700,0.003514438011980703,188.96019592285157,179.8582405090332,50.0,0.003514438011980703,0.9315757416556831,1,1.0,0.003514438011980703,10501.729827596713
2023-11-24,AAPL,189.26759079649733,189.2973377280717,187.66119596873028,188.37515258789065,24048300,-0.007004259986419292,189.01175842285156,181.01344146728516,50.0,-0.007004259986419292,0.884672991152687,1,1.0,-0.007004259986419292,10428.17298157709
2023-11-27,AAPL,188.32555346106983,189.06925694915725,187.3141124806788,188.19664001464844,40552600,-0.00094764394767477,189.03158264160157,182.09385986328124,50.0,-0.00094764394767477,0.9315757416556831,1,1.0,-0.00094764394767477,10418.290786565794
2023-11-28,AAPL,188.1867540672509,189.4758433082743,187.80993940877175,188.80154418945312,38415400,0.0032142134671353517,188.82334899902344,183.10202713012694,50.0,0.0032142134671353517,0.9315757416556831,1,1.0,0.0032142134671353517,10451.777397116506
2023-11-29,AAPL,189.29733590318364,190.4773479465504,187.38354604713916,187.7801818847656,43014200,-0.005409713723859344,188.57148132324218,184.03535842895508,50.0,-0.005409713723859344,0.9315757416556831,1,1.0,-0.005409713723859344,10395.236273492603
2023-11-30,AAPL,188.2462390361622,188.7222202024886,186.61009727764167,188.35531616210935,48794400,0.0030628060510491384,188.30176696777343,184.83899993896483,50.0,0.0030628060510491384,0.9262519544118688,1,1.0,0.0030628060510491384,10427.07486605314
2023-12-01,AAPL,188.7321118594424,189.9517813230228,187.6413407094528,189.6344757080078,45704800,0.006791204899136316,188.5536315917969,185.5283447265625,50.0,0.006791204899136316,0.9217652251878191,1,1.0,0.006791204899136316,10497.887267967144
2023-12-04,AAPL,188.38506152852517,188.45448112204545,185.87630278327032,187.8396759033203,43389500,-0.009464522724502156,188.48223876953125,186.17350387573242,50.0,-0.009464522724502156,0.9315757416556831,1,1.0,-0.009464522724502156,10398.529775360206
2023-12-05,AAPL,188.6131455897171,192.7679567699872,188.5833835270736,191.7961883544922,66628400,0.02106324146985994,189.08116760253907,186.88873977661132,50.0,0.02106324146985994,0.9050563218808082,1,1.0,0.02106324146985994,10617.556518950147
2023-12-06,AAPL,192.8175522925244,193.1249473627368,190.4972006683192,190.7054443359375,41089700,-0.005686995283444851,189.66622009277344,187.42119369506835,50.0,-0.005686995283444851,0.9315757416556831,1,1.0,-0.005686995283444851,10557.174525105169
2023-12-07,AAPL,192.0044269286476,193.3629205543118,191.96475426663108,192.63905334472656,47477700,0.010139243876975623,190.52296752929686,187.9973472595215,50.0,0.010139243876975623,0.9262519544118688,1,1.0,0.010139243876975623,10664.216292267003
2023-12-08,AAPL,192.56962283922067,194.34460366203945,192.04407357743747,194.06695556640625,53406400,0.00741231955248689,191.40946350097656,188.66866455078124,50.0,0.00741231955248689,0.8907526271427177,1,1.0,0.00741231955248689,10743.262871202123
2023-12-11,AAPL,191.48877730415995,191.8655919183663,189.8129630007935,191.5581817626953,60943700,-0.01292736208690859,192.15316467285157,189.00481796264648,50.0,-0.01292736208690859,0.9061362430321729,1,1.0,-0.01292736208690859,10604.380822071253
2023-12-12,AAPL,191.45905774250065,193.08528901898003,190.1104746012234,193.07537841796875,52696900,0.00792029158615093,192.40900268554688,189.49615859985352,50.0,0.00792029158615093,0.9061362430321729,1,1.0,0.00792029158615093,10688.370610272645
2023-12-13,AAPL,193.452164559549,196.3377379763236,193.21418910624803,196.29808044433597,70404200,0.01669141893064552,193.52752990722655,190.0177429199219,50.0,0.01669141893064552,0.9146744085245062,1,1.0,0.01669141893064552,10866.774681814704
2023-12-14,AAPL,196.35756706962985,197.94412551234103,194.51318172109637,196.44680786132807,66831600,0.0007576610869319822,194.28908081054686,190.51850280761718,50.0,0.0007576610869319822,0.8842959151159335,1,1.0,0.0007576610869319822,10875.008014131574
2023-12-15,AAPL,195.8716890303461,196.73438033852588,195.3461397126402,195.91136169433597,128538400,-0.0027256547093912342,194.6579620361328,190.90820388793946,50.0,-0.0027256547093912342,0.8964013954543456,1,1.0,-0.0027256547093912342,10845.366497323188
2023-12-18,AAPL,194.44377080370964,194.9792458391617,192.75804576345095,194.24545288085935,55751900,-0.00850338029948361,195.19541625976564,191.2156005859375,50.0,-0.00850338029948361,0.8302845477719225,1,1.0,-0.00850338029948361,10753.14422150917
2023-12-19,AAPL,194.51318587990949,195.29654695271063,194.2454483684032,195.28663635253903,40714100,0.0053601433456376135,195.63766784667968,191.48779678344727,50.0,0.0053601433456376135,0.8734098252491909,1,1.0,0.0053601433456376135,10810.782615952774
2023-12-20,AAPL,195.24696511767544,196.02041559595867,193.19435119628903,193.19435119628903,52242800,-0.010713918757210394,195.01692199707028,191.69553833007814,50.0,-0.010713918757210394,0.8464565603449536,1,1.0,-0.010713918757210394,10694.956769303593
2023-12-21,AAPL,194.4536698626075,195.4254381427628,191.87549182712644,193.0455780029297,46482500,-0.0007700701000734611,194.33667602539063,191.86262283325195,50.0,-0.0007700701000734611,0.8642200311100697,1,1.0,-0.0007700701000734611,10686.720902873974
2023-12-22,AAPL,193.54140785907612,193.76948784569112,191.34996983457097,191.9746856689453,37149600,-0.005547354904799295,193.5493408203125,192.0425994873047,50.0,-0.005547354904799295,0.8801174634184665,1,1.0,-0.005547354904799295,10627.437869257195
2023-12-26,AAPL,191.984617589868,192.26226574027075,191.21116700936184,191.4293212890625,28919300,-0.0028408140270289595,192.98611450195312,192.2042335510254,-inf,-0.0028408140270289595,0.9094670857955937,1,1.0,-0.0028408140270289595,10597.24729468683
2023-12-27,AAPL,190.8739947779816,191.87551008122904,189.4857391150024,191.5284423828125,48087700,0.0005177947300996077,192.2344757080078,192.34057846069337,50.0,0.0005177947300996077,0.9262519544118688,1,1.0,0.0005177947300996077,10602.734493489581
2023-12-28,AAPL,192.51013017909935,193.0257688444948,191.54827243799235,191.954833984375,34049900,0.002226257344641658,191.986572265625,192.54931106567383,-inf,0.002226257344641658,0.9244461880356933,1,1.0,0.002226257344641658,10626.338909028998
2023-12-29,AAPL,192.27215946893213,192.76796185552627,190.1203789267961,190.9136657714844,42672100,-0.005424027055111025,191.56018981933593,192.67722854614257,-inf,-0.005424027055111025,0.9315757416556831,1,1.0,-0.005424027055111025,10568.701359289646
2024-01-02,AAPL,185.5788148528252,186.85799339797137,182.34618895522584,184.0814971923828,82488700,-0.03578669212333607,189.98155212402344,192.39957962036132,-inf,-0.03578669212333607,0.9013774632934565,1,1.0,-0.03578669212333607,10190.482497601262
2024-01-03,AAPL,182.6734238450404,184.3194913216633,181.89004763826887,182.7031707763672,58414500,-0.007487588035940074,188.23632202148437,192.14275436401368,-inf,-0.007487588035940074,0.9061362430321729,1,1.0,-0.007487588035940074,10114.180362771767
2024-01-04,AAPL,180.6208032204985,181.552914127362,179.36147605378457,180.38282775878903,71983600,-0.012700069778308953,186.0071990966797,191.57208633422852,-inf,-0.012700069778308953,0.9128303150743079,1,1.0,-0.012700069778308953,9985.729566414164
2024-01-05,AAPL,180.46216340525032,181.22568820887324,178.6574354024576,179.65895080566406,62379700,-0.004013003688427275,183.5480224609375,191.01976165771484,-inf,-0.004013003688427275,0.9138302310129348,1,1.0,-0.004013003688427275,9945.656796832507
2024-01-08,AAPL,180.56131218264795,184.0418546715341,179.97626898919975,184.00218200683597,59144500,0.024174866777831427,182.1657257080078,190.58791809082032,-inf,0.024174866777831427,0.9138302310129348,1,1.0,0.024174866777831427,10186.091724913966
2024-01-09,AAPL,182.375949574434,183.59561921893004,181.1959374636901,183.5857086181641,42841800,-0.0022634154884989544,182.06656799316406,190.0638557434082,-inf,-0.0022634154884989544,0.9315757416556831,1,1.0,-0.0022634154884989544,10163.036367136525
2024-01-10,AAPL,182.8023278606972,184.83510533958847,182.3759299825551,184.6268768310547,46792900,0.005671292284826546,182.45130920410156,189.71729049682617,-inf,0.005671292284826546,0.9262519544118688,1,1.0,0.005671292284826546,10220.673916875878
2024-01-11,AAPL,184.97392753345,185.47965559618967,182.0784437276164,184.0319061279297,49128400,-0.0032225573726702983,183.18112487792968,189.2651168823242,-inf,-0.0032225573726702983,0.9262519544118688,1,1.0,-0.0032225573726702983,10187.73720879139
