date,equity_ml,equity_mom,ret_ml,ret_mom,port_ret_equal,equity_equal,port_ret_vol,equity_vol,mean_ml_roll,vol_ml_roll,mean_mom_roll,vol_mom_roll,sharpe_ml_roll,sharpe_mom_roll,invvol_ml_roll,invvol_mom_roll,comb_ml,comb_mom,w_ml_dynamic,w_mom_dynamic,port_ret_dynamic,equity_dynamic
2023-10-11,17901.6898426471,6183.232610829613,0.0,0.0,0.0,10000.0,0.0,10000.0,0.0,,0.0,,,,,,0.0,0.0,0.30000000000000004,0.7,0.0,10000.0
2023-10-11,34967.87132175174,6183.232610829613,0.2,0.0,0.1,11000.0,0.08542067141777171,10854.206714177717,0.1,0.14142135623730953,0.0,1e-08,0.7071067811865475,0.0,7.071067811865474,100000000.0,0.7,0.30000000000000004,0.30000000000000004,0.7,0.06000000000000001,10600.0
2023-10-11,34967.87132175174,7699.589951652194,0.0,0.2,0.1,12100.000000000002,0.1145793285822283,12097.874431780912,0.06666666666666667,0.11547005383792516,0.06666666666666667,0.11547005383792516,0.5773502691896257,0.5773502691896257,8.660254037844386,8.660254037844386,0.0,0.0,0.30000000000000004,0.7,0.13999999999999999,12084.0
2023-10-11,18240.222601700443,7699.589951652194,-0.2,0.0,-0.1,10890.000000000002,-0.08542067141777171,11064.465875090295,0.0,0.16329931618554522,0.05,0.1,0.0,0.5,6.123724356957945,10.0,0.0,1.0,0.30000000000000004,0.7,-0.06000000000000001,11358.959999999997
2023-10-11,18240.222601700443,6183.232610829613,0.0,-0.1969400124349736,-0.0984700062174868,9817.66163229157,-0.11282627197887485,9816.103438966376,0.0,0.14142135623730953,0.0006119975130052802,0.1403419892558068,0.0,0.004360758431959865,7.071067811865474,7.12545123026054,0.0,1.0,0.30000000000000004,0.7,-0.1378580087044815,9793.03639344614
2023-10-11,17901.6898426471,7699.589951652194,-0.018559683532687887,0.2,0.09072015823365606,10708.321449057556,0.1066524254389105,10863.014679091371,-0.0030932805887813144,0.12671783737424497,0.03384333126083774,0.14960824982126006,-0.024410774780236382,0.22621300163106672,7.891548819971001,6.684123376850674,0.30000000000000004,0.7,0.30000000000000004,0.7,0.13443209494019362,11109.534791642664
2023-10-12,17901.6898426471,9939.034824727632,0.0,0.2,0.1,11779.153593963312,0.1145793285822283,12107.69160740055,-0.0026513833618125554,0.11568293810866152,0.0575799982235752,0.15032031085313516,-0.022919398531545756,0.3830486904715863,8.644317099386734,6.652460963688484,0.30000000000000004,0.7,0.30000000000000004,0.7,0.13999999999999999,12664.869662472634
2023-10-12,17901.6898426471,7670.405335041192,0.0,-0.2,-0.1,10601.238234566981,-0.1145793285822283,10720.400432343915,-0.002319960441585986,0.1071056915395985,0.0253824984456283,0.16631776757552694,-0.021660477685523028,0.15261447297927322,9.336571993751479,6.012586716244178,0.30000000000000004,0.7,0.30000000000000004,0.7,-0.13999999999999999,10891.787909726467
2023-10-12,17901.6898426471,4207.51227457978,0.0,-0.2,-0.1,9541.114411110282,-0.1145793285822283,9492.064148673318,-0.002062187059187543,0.10019118493761678,0.00033999861833626673,0.1727658560401705,-0.020582519914017855,0.0019679734533727096,9.980917988170734,5.7881807373297525,0.30000000000000004,0.7,0.30000000000000004,0.7,-0.13999999999999999,9366.937602364762
2023-10-12,17954.4716954076,6086.366231457724,0.002948428512863366,0.2,0.10147421425643169,10509.291499108418,0.11583861229820876,10591.611687501214,-0.0015611255019824521,0.09447444331387524,0.02030599875650264,0.17469402859568076,-0.016524315436248497,0.11623750920244505,10.584873166996818,5.724294116053859,0.30000000000000004,0.7,0.30000000000000004,0.7,0.140884528553859,10686.594190467333
2023-10-12,17954.4716954076,9939.034824727632,0.0,0.2,0.1,11560.22064901926,0.1145793285822283,11805.191443258787,-0.0014192050018022291,0.08962756245280827,0.03664181705136604,0.17436069458820244,-0.015834470591002462,0.21014952445506768,11.157282119844902,5.735237533675561,0.30000000000000004,0.7,0.30000000000000004,0.7,0.13999999999999999,12182.71737713276
