date,close,return_1d,ema_50,ema_250,signal,signal_shifted,strategy_return,trade,equity_curve
2023-10-11,262.989990234375,-0.3816767389170387,190.70337275439437,180.6873272189969,1,1.0,,,
2023-10-11,327.48486328125,0.24523698787698178,196.06735277505538,181.85702870156467,1,1.0,0.24523698787698178,0.0,12452.369878769818
2023-10-12,258.8699951171875,-0.20952073166549623,198.53020149435469,182.47067783635052,1,1.0,-0.20952073166549623,0.0,9843.340230800579
2023-10-12,422.7346496582031,0.6329997977047743,207.32253279489777,184.3851317950904,1,1.0,0.6329997977047743,0.0,16074.172605636611
2023-10-12,178.95713806152344,-0.5766679211031861,206.21016437398114,184.3418808490062,1,1.0,-0.5766679211031861,0.0,6804.712905690363
2023-10-12,326.2435607910156,0.8230262526821186,210.91735639033544,185.47257152583495,1,1.0,0.8230262526821186,0.0,12405.170269038352
2023-10-13,420.6290588378906,0.2893099186939547,219.14134472161214,187.34632839684733,1,1.0,0.2893099186939547,0.0,15994.109070958502
2023-10-13,251.1199951171875,-0.40298942776093716,220.39540944300728,187.8544851037823,1,1.0,-0.40298942776093716,0.0,9548.652208906922
2023-10-13,177.1151885986328,-0.2946989803978757,218.6981458804828,187.76891302007593,1,1.0,-0.2946989803978757,0.0,6734.674138768129
2023-10-13,322.8644714355469,0.8229067421608987,222.78309982381865,188.84537165286852,1,1.0,0.8229067421608987,0.0,12276.682893817066
2023-10-16,425.0546875,0.31651118381061405,230.71531894837477,190.72751759587354,1,1.0,0.31651118381061405,0.0,16162.39032980662
2023-10-16,253.9199981689453,-0.4026180497798997,231.6253063687893,191.23104333749166,1,1.0,-0.4026180497798997,0.0,9655.120255438369
2023-10-16,176.98643493652344,-0.3029834742722164,229.48260552830828,191.11754048170704,1,1.0,-0.3029834742722164,0.0,6729.778375929603
2023-10-16,327.7015686035156,0.8515631930833936,233.33432957047327,192.2058594308848,1,1.0,0.8515631930833936,0.0,12460.609938479789
2023-10-17,425.0351867675781,0.2970190792154124,240.85201024486955,194.06107319452377,1,1.0,0.2970190792154124,0.0,16161.648828869473
2023-10-17,254.8500061035156,-0.4004025689221934,241.4009512589341,194.5454471619261,1,1.0,-0.4004025689221934,0.0,9690.483119771778
2023-10-17,327.130126953125,0.28361828180710535,244.7628797175298,195.60189879372848,1,1.0,0.28361828180710535,0.0,12438.881292082207
2023-10-17,175.43167114257812,-0.46372511521167226,242.04400879302193,195.441179848301,1,1.0,-0.46372511521167226,0.0,6670.659631807071
2023-10-18,419.37158203125,1.3905123818287932,248.99803127295243,197.22548584179063,1,1.0,1.3905123818287932,0.0,15946.294444800302
2023-10-18,174.1343536376953,-0.5847731198326178,246.06220077745218,197.04149275649903,1,1.0,-0.5847731198326178,0.0,6621.330092544887
2023-10-18,242.67999267578125,0.39363650885742096,245.92956516562194,197.40514614231003,1,1.0,0.39363650885742096,0.0,9227.72735416684
2023-10-18,325.2091369628906,0.3400739524389542,249.03856798120108,198.4235046349043,1,1.0,0.3400739524389542,0.0,12365.837067527413
