date,close,return_1d,ema_50,ema_200,signal,signal_shifted,strategy_return,equity_curve
2023-10-20,321.8201904296875,-0.21617922488483976,263.25824895722394,209.29439555832616,1,1.0,-0.21617922488483976,7566.406213844352
2023-10-20,171.20306396484375,-0.4680163984234269,259.6482417026208,208.9153773335154,1,1.0,-0.4680163984234269,4025.204028632281
2023-10-20,211.9900054931641,0.23823721716041169,257.7792912630343,208.9459706485368,1,1.0,0.23823721716041169,4984.157434916514
2023-10-23,171.32191467285156,-0.19183966114677953,254.38880590655654,208.57160193236084,1,1.0,-0.19183966114677953,4027.998361499928
2023-10-23,409.8671875,1.3923803810076691,260.48599734159353,210.5745430822876,1,1.0,1.3923803810076691,9636.504254783464
2023-10-23,212.0800018310547,-0.48256408832176967,258.58772300784693,210.58952277133005,1,1.0,-0.48256408832176967,4986.273364465027
2023-10-23,324.4308776855469,0.5297570486819976,261.16980750501165,211.7222725714715,1,1.0,0.5297570486819976,7627.786825945674
2023-10-24,216.5200042724609,-0.33261591554697234,259.4188348292253,211.77001119536195,1,1.0,-0.33261591554697234,5090.663527236619
2023-10-24,325.62286376953125,0.5038927459089613,262.0150712582569,212.90287540008003,1,1.0,0.5038927459089613,7655.811950474478
2023-10-24,412.9573364257813,0.26820743373248956,267.93437577463044,214.89346705207709,1,1.0,0.26820743373248956,9709.157626849763
2023-10-24,171.7576141357422,-0.5840790343565883,264.1627380633015,214.4642545852479,1,1.0,-0.5840790343565883,4038.2422157434494
2023-10-25,335.61236572265625,0.9539882840793166,266.9646842460213,215.66970842741117,1,1.0,0.9539882840793166,7890.6779778372
2023-10-25,169.44033813476562,-0.49513082520091667,263.1402000847956,215.209714693156,1,1.0,-0.49513082520091667,3983.760079275967
2023-10-25,212.4199981689453,0.25365659976431054,261.1511725586838,215.18195631978077,1,1.0,0.25365659976431054,4994.267115261909
2023-10-25,407.0304870605469,0.9161589801767196,266.87192999012944,217.09089692416651,1,1.0,0.9161589801767196,9569.809782310387
2023-10-26,165.27113342285156,-0.5939588343458237,262.8875850267068,216.57527738683999,1,1.0,-0.5939588343458237,3885.736719098048
2023-10-26,205.75999450683597,0.24498447033936865,260.64728735926093,216.46766263181507,1,1.0,0.24498447033936865,4837.68187110452
2023-10-26,402.1565246582031,0.9544932707744715,266.1966692141214,218.31531300023687,1,1.0,0.9544932707744715,9455.216663221438
2023-10-26,323.0221252441406,-0.19677512252553808,268.4251184702006,219.35717182853443,1,1.0,-0.19677512252553808,7594.66524581053
2023-10-27,400.3336181640625,0.23933807277594288,273.5980008111364,221.15793248858944,1,1.0,0.23933807277594288,9412.357789121255
2023-10-27,166.58827209472656,-0.5838763857537033,269.4015408614732,220.61495079312814,1,1.0,-0.5838763857537033,3916.7043417884197
2023-10-27,324.91357421875,0.9503988494099718,271.5784833460723,221.6527480411443,1,1.0,0.9503988494099718,7639.135641703174
2023-10-27,207.3000030517578,-0.3619841720980489,269.0577586286482,221.50993465816535,1,1.0,-0.3619841720980489,4873.889450896553
2023-10-30,332.30224609375,0.6030016459323551,271.5379346076718,222.6123457172259,1,1.0,0.6030016459323551,7812.8528118795175
2023-10-30,197.3600006103516,-0.4060828570064138,268.6289960195416,222.36107860173462,1,1.0,-0.4060828570064138,4640.187220660889
2023-10-30,168.63819885253906,-0.14553000440306074,264.7077882875023,221.8265225843297,1,1.0,-0.14553000440306074,3964.9007540070834
2023-10-30,405.119873046875,1.4023019446568017,270.21414455257576,223.65033701679283,1,1.0,1.4023019446568017,9524.888791722437
2023-10-31,200.83999633789065,-0.5042455092923763,267.49358972062737,223.42336845282367,1,1.0,-0.5042455092923763,4722.006391987109
2023-10-31,169.11355590820312,-0.1579687363482688,263.6355491789637,222.8829723081011,1,1.0,-0.1579687363482688,3976.0770092164576
2023-10-31,333.0903625488281,0.9696254434483869,266.3592673503309,223.97956325577005,1,1.0,0.9696254434483869,7831.382442462901
2023-10-31,407.66412353515625,0.22388447511865883,271.9006342595398,225.80727032322665,1,1.0,0.22388447511865883,9584.707390047188
2023-11-01,340.93218994140625,-0.1636934175493987,274.60775409020124,226.95279191146724,1,1.0,-0.1636934175493987,8015.753881159387
2023-11-01,412.01177978515625,0.20848600378851279,279.9961472547093,228.79417487538456,1,1.0,0.20848600378851279,9686.92637519457
2023-11-01,172.28248596191406,-0.5818505819135782,275.77208210597223,228.2318695130615,1,1.0,-0.5818505819135782,4050.5826268336205
2023-11-01,205.66000366210935,0.19373714927455787,273.02258883366386,228.00727383295254,1,1.0,0.19373714927455787,4835.330957857416
2023-11-02,419.9077453613281,1.0417569672478404,278.78279105043504,229.91673126109558,1,1.0,1.0417569672478404,9872.570672154552
2023-11-02,175.8475799560547,-0.5812232998828376,274.7461161055574,229.37872975557278,1,1.0,-0.5812232998828376,4134.4025677583595
2023-11-02,343.1487731933594,0.9513988948788161,277.42857324625555,230.51076998878457,1,1.0,0.9513988948788161,8067.868601707803
2023-11-02,218.50999450683597,-0.363220819723844,275.1180407466705,230.39135928747166,1,1.0,-0.363220819723844,5137.450754771231
2023-11-03,423.7387390136719,0.9392190273494123,280.9463034238078,232.31521381211047,1,1.0,0.9392190273494123,9962.64225572297
2023-11-03,219.9600067138672,-0.4809065434379126,278.55468394498666,232.19227642804836,1,1.0,-0.4809065434379126,5171.5424050147485
2023-11-03,347.562255859375,0.5801156812633577,281.260863235747,233.34023642238995,1,1.0,0.5801156812633577,8171.635250482222
2023-11-03,174.93649291992188,-0.4966758042026812,277.0912800861068,232.759104646246,1,1.0,-0.4966758042026812,4112.981740797986
2023-11-06,424.7135314941406,1.4278155141051991,282.8803879844611,234.66909894324,1,1.0,1.4278155141051991,9985.56087954076
2023-11-06,351.2368469238281,-0.17300292814269846,285.56103343306376,235.82897703259908,1,1.0,-0.17300292814269846,8258.02960823303
2023-11-06,177.49147033691406,-0.494667282514906,281.32301135086186,235.24850432915943,1,1.0,-0.494667282514906,4173.052543000763
2023-11-06,219.2700042724609,0.23538333338634754,278.88956009288535,235.08951427884404,1,1.0,0.23538333338634754,5155.319560968657
2023-11-07,355.1775207519531,0.6198180956416457,281.88124482461353,236.28441981588992,1,1.0,0.6198180956416457,8350.679913672375
2023-11-07,180.05636596679688,-0.4930524725055907,277.88811232038546,235.72493669301338,1,1.0,-0.4930524725055907,4233.356535133438
2023-11-07,425.9222717285156,1.3654941020361226,283.69337347364547,237.61744748938654,1,1.0,1.3654941020361226,10013.979915674223
2023-11-07,222.17999267578125,-0.4783555417890907,281.281084030592,237.46384097382827,1,1.0,-0.4783555417890907,5223.737127646807
2023-11-08,222.1100006103516,-0.0003150241594066516,278.96064938666103,237.31106644284841,1,1.0,-0.0003150241594066516,5222.091524249208
2023-11-08,426.2342224121094,0.9190231022503741,284.7360836229532,239.1908988405525,1,1.0,0.9190231022503741,10021.3142771001
2023-11-08,181.1159820556641,-0.5750787418459561,280.67255022815755,238.61303897204618,1,1.0,-0.5750787418459561,4258.269470982457
2023-11-08,357.807861328125,0.9755730955767146,283.6974643889406,239.7990571049425,1,1.0,0.9755730955767146,8412.522600588632
2023-11-09,422.9101257324219,0.18194755185827338,289.15678444162614,241.621057787803,1,1.0,0.18194755185827338,9943.160492718129
2023-11-09,209.97999572753903,-0.5034878974252917,286.05181233519136,241.30622134939244,1,1.0,-0.5034878974252917,4936.899522477252
2023-11-09,180.6406097412109,-0.13972467179396286,281.918039684447,240.7025834229429,1,1.0,-0.13972467179396286,4247.0928570193455
2023-11-09,355.3351135253906,0.9670832269357943,284.797140619386,241.843205613017,1,1.0,0.9670832269357943,8354.385122281577
2023-11-10,214.6499938964844,-0.39592236813616655,282.0462721204487,241.572626391957,1,1.0,-0.39592236813616655,5046.6971803462975
2023-11-10,429.5095520019531,1.000976306615156,287.829145841292,243.44264555225547,1,1.0,1.000976306615156,10098.321484534456
2023-11-10,184.83511352539065,-0.5696600630559431,283.79016418184494,242.8594860296001,1,1.0,-0.5696600630559431,4345.7110308953725
2023-11-10,364.1818237304688,0.9703064898458347,286.942778281791,244.06667346940975,1,1.0,0.9703064898458347,8562.382647167786
2023-11-13,429.1001281738281,0.17825794757787095,292.5175763167729,245.9078023719413,1,1.0,0.17825794757787095,10088.695404228292
2023-11-13,223.7100067138672,-0.47865313472187443,289.81924025391385,245.68692878330376,1,1.0,-0.47865313472187443,5259.709723740251
2023-11-13,361.2361450195313,0.6147518402320054,292.61990318589886,246.83667222844036,1,1.0,0.6147518402320054,8493.125955495743
2023-11-13,183.24856567382807,-0.49271807874065265,288.330831126602,246.20395475028505,1,1.0,-0.49271807874065265,4308.409252201511
2023-11-14,437.4250183105469,1.3870583472349698,294.17766199656063,248.10665190013842,1,1.0,1.3870583472349698,10284.42426877199
2023-11-14,364.77288818359375,-0.16609047742069072,296.9461022391894,249.26750997261064,1,1.0,-0.16609047742069072,8576.279331974712
2023-11-14,185.86639404296875,-0.49045995449798785,292.59003525110234,248.63665309768882,1,1.0,-0.49045995449798785,4369.957761052361
2023-11-14,237.41000366210935,0.27731537960124575,290.42611244369084,248.52494514310595,1,1.0,0.27731537960124575,5581.814256400006
2023-11-15,438.35101318359375,0.8463881320159998,296.2270889432949,250.41376174052377,1,1.0,0.8463881320159998,10306.195598134684
2023-11-15,186.43161010742188,-0.5746978916429718,291.92138389090775,249.77712341581628,1,1.0,-0.5746978916429718,4383.2467170266045
2023-11-15,364.9209899902344,0.9573986931720804,294.78411354186176,250.92283353098463,1,1.0,0.9573986931720804,8579.761395758687
2023-11-15,242.83999633789065,-0.3345408924151245,292.7470893377845,250.84240729025734,1,1.0,-0.3345408924151245,5709.480361712742
2023-11-16,188.11734008789065,-0.22534449462706385,288.64396191622,250.21827726834326,1,1.0,-0.22534449462706385,4422.880395019439
2023-11-16,233.58999633789065,0.2417249586282404,286.48498287393255,250.05282173669698,1,1.0,0.2417249586282404,5492.000975523168
2023-11-16,438.88720703125,0.8788784361997872,292.4615406840234,251.9317708441055,1,1.0,0.8788784361997872,10318.802204498676
2023-11-16,371.3375244140625,-0.15391125905471603,295.554716516574,253.11988779505037,1,1.0,-0.15391125905471603,8730.622365267705
2023-11-17,188.09751892089844,-0.4934594363505289,291.340708767724,252.47289905003396,1,1.0,-0.4934594363505289,4422.414373913382
2023-11-17,365.0986328125,0.941007169616292,294.23317637732305,253.5935531173222,1,1.0,0.941007169616292,8583.93800678002
2023-11-17,439.43310546875,0.20360107098627567,299.92729124365354,255.44270289196325,1,1.0,0.20360107098627567,10331.636978240229
2023-11-17,234.3000030517578,-0.4668130367605635,297.35367209887335,255.23232776917513,1,1.0,-0.4668130367605635,5508.694145720176
2023-11-20,189.84271240234372,-0.18974515608347342,293.13755603234273,254.58168483020168,1,1.0,-0.18974515608347342,4463.446115224384
2023-11-20,442.8156127929688,1.3325394332466458,299.00728374844573,256.4546592377914,1,1.0,1.3325394332466458,10411.164071932428
2023-11-20,372.5911254882813,-0.15858629478251896,301.8929246009883,257.61024596665203,1,1.0,-0.15858629478251896,8760.096137391782
2023-11-20,235.6000061035156,-0.36767145005195334,299.29320230696976,257.3912386048298,1,1.0,-0.36767145005195334,5539.258887962429
2023-11-21,441.8505859375,0.8754268866332884,304.8836879395396,259.22665499619967,1,1.0,0.8754268866332884,10388.475050507152
2023-11-21,241.1999969482422,-0.4541141177023129,302.38628829282203,259.0472852643792,1,1.0,-0.4541141177023129,5670.921868673605
2023-11-21,189.03952026367188,-0.21625405200881143,297.9413169975613,258.35069058775525,1,1.0,-0.21625405200881143,4444.562035947557
2023-11-21,368.2773132324219,0.9481498509875055,300.69959135971266,259.4444878280007,1,1.0,0.9481498509875055,8658.672868035957
2023-11-22,372.9959106445313,0.012812620388406915,303.5347411355879,260.57435273164776,1,1.0,0.012812620388406915,8769.613156561501
2023-11-22,443.5565490722656,0.1891726863863108,309.02579242722237,262.39507110319624,1,1.0,0.1891726863863108,10428.584435956976
2023-11-22,234.2100067138672,-0.4719726104738249,306.09184004630646,262.1146227013124,1,1.0,-0.4719726104738249,5506.578216171662
2023-11-22,189.70388793945312,-0.19002654668289598,301.52760663035144,261.3941178778113,1,1.0,-0.19002654668289598,4460.182173713299
2023-11-24,443.8294372558594,1.3395906223994434,307.1080705764498,263.2093946875431,1,1.0,1.3395906223994434,10435.0003878128
2023-11-24,235.4499969482422,-0.4695034236485093,304.2979500420103,262.9331817747143,1,1.0,-0.4695034236485093,5535.731979961168
2023-11-24,188.37515258789065,-0.19993563376728252,299.751957984986,262.191310837532,1,1.0,-0.19993563376728252,4428.941898181819
2023-11-24,372.5812683105469,0.9778684353644291,302.60800937030217,263.2897183745769,1,1.0,0.9778684353644291,8759.864382476839
2023-11-27,373.7460632324219,0.0031262841719250645,305.39773697273824,264.3887864826152,1,1.0,0.0031262841719250645,8787.250207843987
2023-11-27,443.0301208496094,0.1853773576047053,310.79508536006654,266.16631219770966,1,1.0,0.1853773576047053,10416.207431985502
2023-11-27,236.0800018310547,-0.4671242637445995,307.86508208441904,265.86694592540465,1,1.0,-0.4671242637445995,5550.544204308249
2023-11-27,188.19664001464844,-0.20282684448076582,303.1722020032516,265.094107060621,1,1.0,-0.20282684448076582,4424.7448381974045
2023-11-28,443.46875,1.3564116233184729,308.67402741488877,266.8689791296696,1,1.0,1.3564116233184729,10426.520166946777
2023-11-28,377.7835998535156,-0.1481167503831654,311.3842067262075,267.9726071965735,1,1.0,-0.1481167503831654,8882.177882014083
2023-11-28,246.72000122070312,-0.34692770857081145,308.8483555299132,267.7611384803957,1,1.0,-0.34692770857081145,5800.704262288593
2023-11-28,188.80154418945312,-0.23475379679266095,304.14063743813045,266.9754708755107,1,1.0,-0.23475379679266095,4438.966912644974
2023-11-29,373.9830627441406,0.9808262922302526,306.8795560775818,268.0402230334076,1,1.0,0.9808262922302526,8792.822370907315
2023-11-29,244.13999938964844,-0.34718968929168836,304.419181305506,267.8024098628229,1,1.0,-0.34718968929168836,5740.045103954998
2023-11-29,187.7801818847656,-0.23085040405416046,299.84510289684954,267.0061687884144,1,1.0,-0.23085040405416046,4414.953372417881
2023-11-29,443.1568298339844,1.3599765714676688,305.46517061987447,268.7589116843903,1,1.0,1.3599765714676688,10419.186523028375
2023-11-30,374.042236328125,-0.15595967127879107,308.15446731431564,269.80650695447724,1,1.0,-0.15595967127879107,8794.21361790446
2023-11-30,240.0800018310547,-0.35814734670646453,305.48488043261915,269.5107208338462,1,1.0,-0.35814734670646453,5644.58934428212
2023-11-30,444.9017333984375,0.8531394951900939,310.95220799990614,271.255905038469,1,1.0,0.8531394951900939,10460.21144801835
2023-11-30,188.35531616210935,-0.5766361377751134,306.1444867513651,270.4310235571122,1,1.0,-0.5766361377751134,4428.475518322023
2023-12-01,238.8300018310547,0.2679759015960237,303.50470302900004,270.1165855299873,1,1.0,0.2679759015960237,5615.2002380402855
2023-12-01,189.6344757080078,-0.205985536766219,299.03920391837295,269.31576851683326,1,1.0,-0.205985536766219,4458.5502029577565
2023-12-01,447.5337219238281,1.359980801238505,304.86251834995943,271.08908148605707,1,1.0,1.359980801238505,10522.092880338345
2023-12-01,369.6987915039063,-0.1739196994705342,307.40511729717304,272.0702726305133,1,1.0,-0.1739196994705342,8692.093648788852
2023-12-04,445.1844482421875,0.20418150795465495,312.8082283146246,273.7928017410772,1,1.0,0.20418150795465495,10466.858437281639
2023-12-04,235.5800018310547,-0.47082607498702345,309.77967041330817,273.4125748763009,1,1.0,-0.47082607498702345,5538.788561811515
2023-12-04,187.8396759033203,-0.20265016366699573,304.99770984428903,272.56110324472894,1,1.0,-0.20265016366699573,4416.352153243528
2023-12-04,364.3977966308594,0.9399405097909785,307.32712501238984,273.4749011888696,1,1.0,0.9399405097909785,8567.460447579735
2023-12-05,191.7961883544922,-0.47366260134447324,302.7965000454135,272.66217767807973,1,1.0,-0.47366260134447324,4509.374845063233
2023-12-05,445.0967102050781,1.3206754733958364,308.37690044383174,274.3779441708857,1,1.0,1.3206754733958364,10464.795603286395
2023-12-05,367.7343444824219,-0.17381023932307105,310.7046433473059,275.30686357697067,1,1.0,-0.17381023932307105,8645.906975012163
2023-12-05,238.72000122070312,-0.3508357193106443,307.88171620508615,274.94281519531626,1,1.0,-0.3508357193106443,5612.613982340855
2023-12-06,239.3699951171875,0.002722829646282676,305.1949820447764,274.5888567865787,1,1.0,0.002722829646282676,5627.896174085113
2023-12-06,443.3030700683594,0.8519575515357849,310.6109854966816,276.2676051774422,1,1.0,0.8519575515357849,10422.624818856277
2023-12-06,190.7054443359375,-0.5698079774035181,305.9088074119466,275.4162403929496,1,1.0,-0.5698079774035181,4483.7300515880725
2023-12-06,364.0621032714844,0.9090283685355629,308.189328818203,276.29828877980066,1,1.0,0.9090283685355629,8559.567865337054
2023-12-07,366.1845397949219,0.005829874915200373,310.46365081729004,277.1926793371651,1,1.0,0.005829874915200373,8609.469075320138
2023-12-07,242.63999938964844,-0.33738327804462576,307.80389978091193,276.84887157649325,1,1.0,-0.33738327804462576,5704.778176464796
2023-12-07,192.63905334472656,-0.20607050020894047,303.2876312932184,276.0109629373712,1,1.0,-0.20607050020894047,4529.191684059649
2023-12-07,446.6856689453125,1.318770058249668,308.9110837501633,277.7092187185447,1,1.0,1.318770058249668,10502.154065070903
2023-12-08,448.6060180664063,0.004299106182716894,314.38931646844736,279.4096843836976,1,1.0,0.004299106182716894,10547.303940543896
2023-12-08,369.4224243164063,-0.17651032434049652,316.5474775605242,280.3053335372569,1,1.0,-0.17651032434049652,8685.595901080695
2023-12-08,243.83999633789065,-0.33994262316614454,313.69620378708765,279.9424943611438,1,1.0,-0.33994262316614454,5732.99164670621
2023-12-08,194.06695556640625,-0.20412172538960172,309.00486071960995,279.0880113880619,1,1.0,-0.20412172538960172,4562.763500136365
2023-12-11,366.530029296875,0.888678205040708,311.2607496834243,279.95808121800036,1,1.0,0.888678205040708,8617.591977462807
2023-12-11,450.3509216308594,0.22868765349125786,316.71526623038255,281.653532366387,1,1.0,0.22868765349125786,10588.328865533866
2023-12-11,191.5581817626953,-0.5746468530163008,311.8071452708654,280.75706121610153,1,1.0,-0.5746468530163008,4503.7790042531715
2023-12-11,239.7400054931641,0.25152579381943085,308.98098292664184,280.3489313084106,1,1.0,0.25152579381943085,5636.595593485236
2023-12-12,193.07537841796875,-0.19464680906802567,304.43566510277236,279.4805377473117,1,1.0,-0.19464680906802567,4539.4502472064405
2023-12-12,237.00999450683597,0.22755162490868064,301.7915211578337,279.05794527725726,1,1.0,0.22755162490868064,5572.409527150378
2023-12-12,452.4077758789063,0.9088130727156223,307.69804095081696,280.78281921359206,1,1.0,0.9088130727156223,10636.68815194972
2023-12-12,369.5704650878906,-0.18310319850291057,310.12441052481984,281.6662783765204,1,1.0,-0.18310319850291057,8689.076529849714
2023-12-13,369.5605773925781,-2.675456035194923e-05,312.4552405980653,282.54084851598367,1,1.0,-2.675456035194923e-05,8688.844057427294
2023-12-13,458.64654541015625,0.2410591753214617,318.1882329436375,284.293144007468,1,1.0,0.2410591753214617,10783.3696404075
2023-12-13,196.29808044433597,-0.5720057582276316,313.40822696327274,283.41757123569556,1,1.0,-0.5720057582276316,4615.2201129973855
2023-12-13,239.2899932861328,0.21901341441791633,310.50162956416926,282.978490858088,1,1.0,0.21901341441791633,5626.015228235185
2023-12-14,196.44680786132807,-0.1790429463282014,306.0288914581755,282.11747908697595,1,1.0,-0.1790429463282014,4618.716885684629
2023-12-14,361.2289733886719,0.838813149072209,308.1936005534891,282.9046581347541,1,1.0,0.838813149072209,8492.957341238738
2023-12-14,460.1184997558594,0.27375856770155926,314.15143973789577,284.6679799419293,1,1.0,0.27375856770155926,10817.977178526698
2023-12-14,251.0500030517578,-0.4543796800498874,311.6768735933414,284.33347270919126,1,1.0,-0.4543796800498874,5902.5081693607535
2023-12-15,365.9673767089844,0.4577469518434325,313.8059129312097,285.14575036093055,1,1.0,0.4577469518434325,8604.363292116597
2023-12-15,195.91136169433597,-0.46467533949037265,309.1825971964304,284.2578459960888,1,1.0,-0.46467533949037265,4606.127858253817
2023-12-15,459.3609008789063,1.3447384414366357,315.07194243888046,286.00016495014665,1,1.0,1.3447384414366357,10800.165055419924
2023-12-15,253.5,-0.4481463278329254,312.6573564608851,285.6767802242746,1,1.0,-0.4481463278329254,5960.110745844002
2023-12-18,367.8626403808594,0.4511346760586168,314.82226955578614,286.4945499770764,1,1.0,0.4511346760586168,8648.923376443816
2023-12-18,194.24545288085935,-0.4719620000559146,310.0937669410831,285.5766485134325,1,1.0,-0.4719620000559146,4566.960201367039
2023-12-18,461.9448547363281,1.378150159425675,316.0487115605045,287.33155603803846,1,1.0,1.378150159425675,10860.917130971737
2023-12-18,252.0800018310547,-0.4543071553964194,313.54013470836924,286.98079430463565,1,1.0,-0.4543071553964194,5926.7247642037255
2023-12-19,464.75390625,0.8436762253019994,319.47008653353123,288.74968099065916,1,1.0,0.8436762253019994,10926.961541671008
2023-12-19,195.28663635253903,-0.579806358319255,314.6001473107472,287.8197004469963,1,1.0,-0.579806358319255,4591.439762700188
2023-12-19,257.2200012207031,0.3171408245076206,312.3499455032945,287.51522582782917,1,1.0,0.3171408245076206,6047.5727547199995
2023-12-19,368.4648742675781,0.4324892019241664,314.55053094503114,288.32069496653315,1,1.0,0.4324892019241664,8663.082668987185
2023-12-20,365.8587646484375,-0.007072884828766779,316.5626185412432,289.09221804794515,1,1.0,-0.007072884828766779,8601.809683007354
2023-12-20,193.19435119628903,-0.47194281000228566,311.7246472728136,288.13801041758046,1,1.0,-0.47194281000228566,4542.247450103992
2023-12-20,458.3136291503906,1.3722931147439996,317.4732347974245,289.8313001562154,1,1.0,1.3722931147439996,10775.542351345191
2023-12-20,247.13999938964844,-0.4607622735379049,314.7150687030019,289.4065110938615,1,1.0,-0.4607622735379049,5810.5789589354
2023-12-21,193.0455780029297,-0.21888169264511426,309.9437161265285,288.4476958392254,1,1.0,-0.21888169264511426,4538.749601155533
2023-12-21,254.5,0.31834151619954576,307.7694527490176,288.10990782092466,1,1.0,0.31834151619954576,5983.6220308374695
2023-12-21,368.7412414550781,0.44888503518694756,310.16050328651016,288.9122096481302,1,1.0,0.44888503518694756,8669.580416695342
2023-12-21,462.6593933105469,0.25469934278265516,316.1408519149038,290.6410373462637,1,1.0,0.25469934278265516,10877.716851029023
2023-12-22,463.589111328125,0.0020095085737383833,321.9231365977752,292.3619137042922,1,1.0,0.0020095085737383833,10899.575716303863
2023-12-22,369.7678833007813,-0.20238013735602545,323.7994011743637,293.1321223569936,1,1.0,-0.20238013735602545,8693.71808571589
2023-12-22,191.9746856689453,-0.4808237969310417,318.62980448787675,292.12558069840605,1,1.0,-0.4808237969310417,4513.571546293908
2023-12-22,252.5399932861328,0.31548590589506476,316.0380471858476,291.7316942564929,1,1.0,0.31548590589506476,5937.53975439863
2023-12-26,465.5466613769531,0.843457170165834,321.90113009530273,293.4611964168955,1,1.0,0.843457170165834,10945.60023339084
2023-12-26,256.6099853515625,-0.44879857028169,319.34069304652866,293.0945176998275,1,1.0,-0.44879857028169,6033.230497770098
2023-12-26,369.8468627929688,0.4412800900411915,321.3213271542322,293.85822262612743,1,1.0,0.4412800900411915,8695.57499506535
2023-12-26,191.4293212890625,-0.48240923326090257,316.22752300265694,292.83902957799745,1,1.0,-0.48240923326090257,4500.749328933197
2023-12-27,191.5284423828125,0.0005177947300996077,311.33736297834935,291.8309640337668,1,1.0,0.0005177947300996077,4503.079793217218
2023-12-27,466.388427734375,1.4350870394601407,317.41779689035036,293.5678542198425,1,1.0,1.4350870394601407,10965.3912421181
2023-12-27,369.2644348144531,-0.20824700430868637,319.45099837757004,294.32105402675404,1,1.0,-0.20824700430868637,8681.8813648743
2023-12-27,261.44000244140625,-0.29199788067114063,317.1760573604656,293.9938793841138,1,1.0,-0.29199788067114063,6146.790406092735
2023-12-28,191.954833984375,-0.2657786406370778,312.26542114963854,292.9785654995393,1,1.0,-0.2657786406370778,4513.104807680376
2023-12-28,466.5646057128906,1.4305957606197541,318.3163695638837,294.7057897802692,1,1.0,1.4305957606197541,10969.533412780554
2023-12-28,253.17999267578125,-0.457352766207087,315.7620018427817,294.29259776927927,1,1.0,-0.457352766207087,5952.5869624443
2023-12-28,370.4588623046875,0.46322329181473654,317.9069767628564,295.05047104823853,1,1.0,0.46322329181473654,8709.963890001234
