date,Ticker,open,high,low,close,volume,return_1d,ema_50,ema_200,signal,signal_shifted,strategy_return,equity_curve
2023-10-11,SPY,424.6648058188527,425.5810967496337,422.2667599135168,425.3276672363281,62451700,1.388730178807645,187.752898571538,180.51638414373446,1,,,
2023-10-11,TSLA,266.20001220703125,268.6000061035156,260.8999938964844,262.989990234375,103706300,-0.3816767389170387,190.70337275439437,181.33701704015877,1,1.0,-0.3816767389170387,6183.232610829613
2023-10-11,MSFT,326.29280544996425,327.87891881705485,324.2535597844339,327.48486328125,20063200,0.24523698787698178,196.06735277505538,182.79122446544326,1,1.0,0.24523698787698178,7699.589951652194
2023-10-12,TSLA,262.9200134277344,265.4100036621094,256.6300048828125,258.8699951171875,111508100,-0.20952073166549623,198.53020149435469,183.54822715849545,1,1.0,-0.20952073166549623,6086.366231457724
2023-10-12,SPY,425.9417718227219,426.32193094170657,420.3658766706237,422.7346496582031,81154200,0.6329997977047743,207.32253279489777,185.92819156147763,1,1.0,0.6329997977047743,9939.034824727632
2023-10-12,AAPL,178.3233466007442,180.5713169522756,177.30332359387822,178.95713806152344,56743100,-0.5766679211031861,206.21016437398114,185.85882784506018,1,1.0,-0.5766679211031861,4207.51227457978
2023-10-12,MSFT,325.66232361261683,328.67689206438564,323.8397829313096,326.2435607910156,19313100,0.8230262526821186,210.91735639033544,187.2556908594478,1,1.0,0.8230262526821186,7670.405335041192
2023-10-13,SPY,424.2455830882872,425.4543635328608,419.049876864624,420.6290588378906,95143100,0.2893099186939547,219.14134472161214,189.57781392390993,1,1.0,0.2893099186939547,9889.529678871637
2023-10-13,TSLA,258.8999938964844,259.6000061035156,250.22000122070312,251.1199951171875,102073800,-0.40298942776093716,220.39540944300728,190.19017393578335,1,1.0,-0.40298942776093716,5904.153772758352
2023-10-13,AAPL,179.6602521369707,180.16529977566208,176.41206884050376,177.1151885986328,51427100,-0.2946989803978757,218.6981458804828,190.0600745791948,1,1.0,-0.2946989803978757,4164.205675814194
2023-10-13,MSFT,327.4454306740634,328.87388567074674,321.51478545137195,322.8644714355469,21072400,0.8229067421608987,222.78309982381865,191.38151136383513,1,1.0,0.8229067421608987,7590.958602186376
2023-10-16,SPY,422.8906156106693,426.1269807332246,422.6469139553336,425.0546875,75433200,0.31651118381061405,230.71531894837477,193.70661759404572,1,1.0,0.31651118381061405,9993.58189562175
2023-10-16,TSLA,250.0500030517578,255.3999938964844,248.47999572753903,253.9199981689453,88917200,-0.4026180497798997,231.6253063687893,194.30575570921886,1,1.0,-0.4026180497798997,5969.985442490808
2023-10-16,AAPL,175.03554253225207,177.3429435766639,174.79786506856496,176.98643493652344,52517000,-0.3029834742722164,229.48260552830828,194.1334241592418,1,1.0,-0.3029834742722164,4161.1785117703885
2023-10-16,MSFT,326.13514763275685,331.1496068418632,325.6918464693881,327.7015686035156,22158000,0.8515631930833936,233.33432957047327,195.4624604223689,1,1.0,0.8515631930833936,7704.684972243584
2023-10-17,SPY,421.9060657364121,427.1018018639709,421.5551496202013,425.0351867675781,75324700,0.2970190792154124,240.85201024486955,197.7467661571471,1,1.0,0.2970190792154124,9993.123408344198
2023-10-17,TSLA,250.1000061035156,257.17999267578125,247.0800018310547,254.8500061035156,93562900,-0.4004025689221934,241.4009512589341,198.31495759939955,1,1.0,-0.4004025689221934,5991.851124086676
2023-10-17,MSFT,324.6967961730138,328.5093360853835,322.5491683767468,327.130126953125,18338500,0.28361828180710535,244.7628797175298,199.59670057804357,1,1.0,0.28361828180710535,7691.249644744112
2023-10-17,AAPL,174.93652105173172,176.68935660434693,173.10447478206885,175.43167114257812,57549400,-0.46372511521167226,242.04400879302193,199.35625252395934,1,1.0,-0.46372511521167226,4124.624017113415
2023-10-18,SPY,423.2513234063698,424.216372519667,418.2798032871684,419.37158203125,93559800,1.3905123818287932,248.99803127295243,201.54545978273836,1,1.0,1.3905123818287932,9859.964783298035
2023-10-18,AAPL,173.876881069792,175.85748112966783,173.41143884685883,174.1343536376953,54764400,-0.5847731198326178,246.06220077745218,201.2727124579121,1,1.0,-0.5847731198326178,4094.1224155291015
2023-10-18,TSLA,252.6999969482422,254.6300048828125,242.0800018310547,242.67999267578125,125147800,0.39363650885742096,245.92956516562194,201.68472519639838,1,1.0,0.39363650885742096,5705.718470012888
