EMA_short,EMA_long,Mode,Vol_Filter,Total Return,CAGR,Volatility,Sharpe Ratio,Max Drawdown
50,150,momentum,False,-1.0,-0.9999998558103396,9.531734624013916,-0.10491268328966852,-1.0
50,150,momentum,True,-1.0,-0.999999846822966,9.530345932876395,-0.10492796944267392,-1.0
30,200,momentum,False,-1.0,-0.9999999776143169,9.418738990902675,-0.1061713227832507,-1.0
30,200,momentum,True,-1.0,-0.9999999762190123,9.417381518652451,-0.10618662674315268,-1.0
20,250,momentum,False,-1.0,-0.999999999121758,9.180621038191875,-0.10892509286264017,-1.0
20,250,momentum,True,-1.0,-0.999999999067017,9.179315910778806,-0.1089405799720617,-1.0
30,150,momentum,False,-1.0,-0.9999999996989598,8.939501610219976,-0.11186305940766564,-1.0
30,150,momentum,True,-1.0,-0.9999999996801959,8.938221436535558,-0.111879080953693,-1.0
50,100,momentum,False,-1.0,-0.9999999989195614,8.921177772167475,-0.11209282277048527,-1.0
50,100,momentum,True,-1.0,-0.9999999988522174,8.919876774852593,-0.11210917191944537,-1.0
20,200,momentum,False,-1.0,-0.9999999999462245,8.846838832561337,-0.1130347256090687,-1.0
20,200,momentum,True,-1.0,-0.9999999999428726,8.845586200584256,-0.11305073256499631,-1.0
30,100,momentum,False,-1.0,-0.9999999999874392,8.421339395100313,-0.11874595632248917,-1.0
30,100,momentum,True,-1.0,-0.9999999999866562,8.420116069266264,-0.11876320845940513,-1.0
20,150,momentum,False,-1.0,-0.9999999999988107,8.366564925016396,-0.11952336579720631,-1.0
20,150,momentum,True,-1.0,-0.9999999999987366,8.36538257275783,-0.11954025907377776,-1.0
10,250,momentum,False,-1.0,-0.9999999999999982,7.816962494488602,-0.12792692822884266,-1.0
10,250,momentum,True,-1.0,-0.9999999999999981,7.815895762005334,-0.12794438800747604,-1.0
20,100,momentum,False,-1.0,-0.999999999999995,7.588423378481053,-0.13177967940425608,-1.0
20,100,momentum,True,-1.0,-0.9999999999999947,7.587340693873891,-0.13179848386239024,-1.0
10,200,momentum,False,-1.0,-1.0,7.293082474183962,-0.13711623357336186,-1.0
10,200,momentum,True,-1.0,-1.0,7.2920886165319345,-0.1371349215001165,-1.0
10,150,momentum,False,-1.0,-1.0,6.728986247146855,-0.14861079563418755,-1.0
10,150,momentum,True,-1.0,-1.0,6.72806688278078,-0.1486311027257044,-1.0
10,100,momentum,False,-1.0,-1.0,6.356487158856071,-0.15731959728838066,-1.0
10,100,momentum,True,-1.0,-1.0,6.355624476271176,-0.157340951110865,-1.0
5,250,momentum,False,-1.0,-1.0,6.202815101360102,-0.16121712217098463,-1.0
5,250,momentum,True,-1.0,-1.0,6.202030576677502,-0.1612375153003053,-1.0
5,200,momentum,False,-1.0,-1.0,5.894777292188808,-0.1696416930500672,-1.0
5,200,momentum,True,-1.0,-1.0,5.89403513792474,-0.16966305368041884,-1.0
5,150,momentum,False,-1.0,-1.0,5.547379597114636,-0.18026529147566014,-1.0
5,150,momentum,True,-1.0,-1.0,5.546684821212311,-0.18028787144632366,-1.0
5,100,momentum,False,-1.0,-1.0,5.18755573398745,-0.1927690132461176,-1.0
5,100,momentum,True,-1.0,-1.0,5.186923005914795,-0.192792528221389,-1.0
