Strategy,Total Return,CAGR,Volatility,Sharpe,Max Drawdown
ML,0.9533279611653178,0.39948038831324695,11.069828231303568,4.033840289681025,-0.7408242291496581
Momentum,-1.0,-1.0,12.858070324107606,-3.4088874580434867,-1.0940998780789226
Equal,-1.0,-1.0,8.656403647293745,0.047491111221821466,-1.0000000036097365
InvVol,-1.0,-1.0,8.499261523676218,0.42184991400114125,-1.000000013511442
Dynamic,-1.8260427218377991e+31,,43.66302190993347,1.863600906741128,-79216.21188775245
