date,equity_ml,ret_ml,equity_mom,ret_mom,portfolio_return_equal,portfolio_equity_equal,port_ret_vol,equity_vol_weighted,port_ret_sharpe,equity_sharpe_weighted
2023-10-11,23703.261255366426,0.0,6941.411281240904,0.0,0.0,10000.0,0.0,10000.0,0.0,10000.0
2023-10-12,23608.01095326881,-0.004018447127230207,6975.829666451582,0.004958413183741683,0.00046998302825573823,10004.699830282558,-0.004018218120320839,9959.817818796791,0.0026051422174847155,10026.051422174847
2023-10-13,23428.838449355648,-0.007589479023363266,6887.211932407639,-0.012703540407548397,-0.010146509715455831,9903.187046254376,-0.007589609487172588,9884.22669098874,-0.011362896601344864,9912.126436544908
2023-10-16,23582.971772414294,0.006578786370132095,6957.357705531633,0.010184930246436075,0.008381858308284085,9986.194156876514,0.006578878365755871,9949.253816128314,0.009239584837208832,10003.710369672504
2023-10-17,23604.472656323458,0.000911712235279527,6950.2120485721,-0.0010270647653852771,-5.767626505287504e-05,9985.618190495452,0.000911662775522608,9958.324180476704,-0.0005188171746173989,9998.52027292282
2023-10-18,23323.113717161646,-0.0119197299282362,6826.472592613534,-0.017803695066251568,-0.014861712497243884,9837.21480384106,-0.011919880032908036,9839.622150916615,-0.016261222102866374,9835.93211406481
2023-10-19,22801.317331140566,-0.022372501045481386,6676.946545764746,-0.02190385221945823,-0.022138176632469808,9619.436804942081,-0.0223724890898738,9619.485311696753,-0.022026707832383693,9619.278911129144
2023-10-20,22716.313960202897,-0.00372800262823314,6557.250692879035,-0.01792673523223498,-0.01082736893023406,9515.283613753902,-0.003728364849294621,9583.620360792316,-0.014204557985719915,9482.641306055197
2023-10-23,22766.917637839095,0.0022276359503066168,6569.640701673523,0.001889512750815392,0.0020585743505610044,9534.871532539488,0.0022276273245124957,9604.969095375773,0.0019781512592489114,9501.399404895776
2023-10-24,22873.49801634438,0.004681370583435873,6623.468830076078,0.008193466103685543,0.006437418343560708,9596.251489446553,0.004681460179810624,9649.934375724086,0.007272775335174531,9570.500948137344
2023-10-25,22959.763618706722,0.003771421507138939,6609.628738671366,-0.0020895533382548903,0.0008409340844420243,9604.321304406907,0.0037712719889679155,9686.326902930634,-0.0005531072468781535,9565.207434706674
2023-10-26,22567.12644866489,-0.01710109810198246,6443.3251248086335,-0.02516081015106486,-0.02113095412652366,9401.37283150709,-0.01710130371170377,9520.67808471277,-0.02304796827712869,9344.748837187399
2023-10-27,22639.06254535759,0.00318764982579145,6460.521805877351,0.002668914067754491,0.0029282819467729704,9428.902701844472,0.0031876365924260407,9551.026546560308,0.0028048998975724786,9370.959922243666
2023-10-30,22537.05772639974,-0.004505699772394789,6485.707394567481,0.0038983830481336135,-0.0003036583621305877,9426.039536693343,-0.004505485377498786,9507.994536114678,0.001695264873798642,9386.84618143362
2023-10-31,22620.593550249516,0.003706598477223766,6528.543308428414,0.006604663339701888,0.005155630908462827,9474.636717473111,0.003706672409183752,9543.237557128363,0.005844939821350638,9441.711732476377
2023-11-01,22880.93136126513,0.011508885053670204,6647.148460261249,0.018167169340779887,0.014838027197225045,9615.221634770804,0.01150905491184483,9653.071202210134,0.016421709730721212,9596.760781908248
2023-11-02,23230.272869441844,0.015267801063732378,6803.073149097987,0.023457380223851576,0.019362590643791977,9801.397235234204,0.015268009986467893,9800.454389725564,0.021310493874309496,9801.272493764316
2023-11-03,23265.079798469957,0.001498343528882895,6854.700413004482,0.007588815050936226,0.004543579289909561,9845.93066072439,0.0014984989016982838,9815.140359864712,0.0059922067372093005,9860.003744834676
2023-11-06,23248.516582042677,-0.0007119346493008605,6892.990647935802,0.005585982263889733,0.002437023807294436,9869.925428149547,-0.0007117739843870945,9808.154198303453,0.003934992440466096,9898.802785033567
2023-11-07,23318.36962144183,0.0030046235058760473,6955.438373031711,0.009059598117198808,0.006032110811537428,9929.461912033757,0.0030047779731367614,9837.625523995644,0.007472295267355727,9972.769562236663
2023-11-08,23316.68949154904,-7.205177377600513e-05,6978.5494682301,0.0033227373975444063,0.0016253428118842006,9945.600691578358,-7.196516998034028e-05,9836.917557602608,0.002432798318992904,9997.031299263375
2023-11-09,22981.774719859575,-0.014363735975934877,6870.384498624076,-0.015499635002724554,-0.014931685489329716,9797.09611004925,-0.014363764953630473,9695.622385936964,-0.015201860713302167,9845.057821905451
2023-11-10,19878.457435251417,-0.13503383974634664,7013.278085735978,0.020798484734081413,-0.057117677506132614,9237.50873393887,-0.13502986433871272,8386.42381048451,-0.020052734077456863,9647.637495425595
2023-11-13,19981.482389112898,0.005182743892329533,7037.48508391645,0.0034515953716003356,0.004317169631964934,9277.38862612004,0.005182699729341734,8429.888126897255,0.003905413456207431,9685.315508720842
2023-11-14,20264.35914586449,0.01415694547796531,7203.118904549768,0.02353593913994345,0.01884644230895438,9452.234395639962,0.014157184743619128,8549.231610477778,0.021077249496475922,9889.455320150239
2023-11-15,20369.940035719774,0.005210176600962457,7244.671018158179,0.005768628028917533,0.005489402314939995,9504.121513012742,0.005210190847506474,8593.774738767903,0.005622230793587362,9945.056120382993
2023-11-16,20226.738172533886,-0.007030058160935937,7241.076485077247,-0.0004961623615375998,-0.0037631102612367684,9468.356455823083,-0.00702989147601144,8533.361434985076,-0.002209013709182973,9923.087355074473
2023-11-17,20239.24641271669,0.0006184012506667003,7211.670876163451,-0.004060944387812571,-0.0017212715685729352,9452.058843054561,0.0006182818768048582,8538.637457708552,-0.002834260686535031,9894.962738694932
2023-11-20,20286.803769572292,0.0023497592689873947,7293.491303127756,0.011345557550989094,0.006847658409988244,9516.78331328291,0.0023499887590196005,8558.70315975151,0.008987322022976632,9983.891955232937
2023-11-21,20376.50694070608,0.004421749830711752,7290.657955791068,-0.00038847613837178496,0.0020166368461699835,9535.97520916949,0.004421627117987661,8596.546553737475,0.0008725176525580001,9992.603077205109
2023-11-22,20259.857729688243,-0.00572469125141406,7291.239495600859,7.976506555618101e-05,-0.0028224630929289396,9509.060271086524,-0.005724543175076046,8547.335251834054,-0.001441864775217632,9978.195094815355
